Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length,cosine_similarity(%)
womens day,3:28 pm · 8 Mar 2020,Poets of the Fall@PoetsOfTheFall,"We may look like an all male panel, but since the beginning we’ve been surrounded by amazing women who love and support us. This one’s for you! Sisters, mothers, daughters, partners, friends, colleagues & of course, all you fans around the world: Happy #WomensDay! We love you! ",0,28,1,9,#WomensDay,,0,278,0.0
womens day,3:30 pm · 8 Mar 2020,BubblyBrushes@BubblyBrushes,"Happy International Women’s Day!! To all the women out there keep being resilient, strong and ambitious! 
.
Swipe to see close-up and time lapse 
.
Follow: @bubblybrushes 
.
#happywomensday… https://instagram.com/p/B9d_EvCjQ4x/?igshid=7pj9m27dj4ob…",0,,,,#happywomensday,@bubblybrushes,1,248,11.043152607484654
womens day,3:30 pm · 8 Mar 2020,Paralympic Games@Paralympics,"Happy International Women's Day!

Today we're recognising women that are integral to the growth and success of the Paralympic Movement. #IWD2020",1,5,,,#IWD2020,,0,144,13.608276348795432
womens day,3:27 pm · 8 Mar 2020,forever titanNLNT@Abdulwahabyun13,"#RespectTacha
Happy international women's day to our queen @Symply_Tacha and every other strong women out there who believe that no matter the situation they will always triumph.#RespectTacha",0,1,,,"#RespectTacha,#RespectTacha",@Symply_Tacha,0,191,12.309149097933272
womens day,3:27 pm · 8 Mar 2020,Women in Sports Foundation@CopaFemme,"Happy International Women's Day! 
#IWD2020",0,3,,5,#IWD2020,,0,42,28.86751345948129
womens day,3:26 pm · 8 Mar 2020,Prajakta Bagde@193_prjbagde,Not just Only Celebrate this Day. But let us Ignite the Unending Spirit of the Women Everyday!!!! #8thMarch2020 #HappyInternationalWomensDay,1,,,,"#8thMarch2020,#HappyInternationalWomensDay",,0,140,15.430334996209192
womens day,3:26 pm · 8 Mar 2020,303@xjs3__,"#WomensDay
Happy women's day.",0,5,,,#WomensDay,,0,29,31.622776601683793
womens day,3:26 pm · 8 Mar 2020,Avnika Choudhary@ChoudharyAvnika,"Happy women's day to all beautiful, brave, lovely ladies 
@sidharth_shukla
#RangBarseWithSid ",0,1,,12,#RangBarseWithSid,@sidharth_shukla,0,93,20.41241452319315
womens day,3:25 pm · 8 Mar 2020,THATSBELLA@thatsbellayt,"This acc has been posting pics of me w/c caused comments from men objectifying me. Sad how she has the audacity to put another girl in an uncomfy situation. This Intl Women’s Day, let's be reminded that we, girls, should always support and lift each others up. #respect ",0,438,2,43,#respect,,0,270,9.205746178983235
womens day,3:23 pm · 8 Mar 2020,4everMAINE.0330@JMucuia,"Maine shoes at Newportmall

Happy International Women's Day! 

To honor women’s achievement in their respective fields and industries, Newport Mall in Resorts 

MegaworldLifestyleMalls newportmall #powHERful RWManila 
NewportWomensMonth

#MaineMendoza @mainedcm",0,,,3,"#powHERful,#MaineMendoza",@mainedcm,0,261,11.322770341445956
womens day,3:23 pm · 8 Mar 2020,Najrul Islam Rakib@NajrulRakib,"Happy women's Day 
An equal world is an enabled world 

#IWD2020
#EachforEqual
@EllysePerry ",0,,,,"#IWD2020,#EachforEqual",@EllysePerry,0,92,16.666666666666664
womens day,3:22 pm · 8 Mar 2020,సోల్ మేట్ రబ్బర్ బిర్యానీ@rampkfannnn,"With Mom 
#WomensDay",0,8,3,1,#WomensDay,,0,20,0.0
womens day,3:22 pm · 8 Mar 2020,Birceakalay_ir@BirceakalayIr,"Woman is a manifestation of God's light.  A woman is not a creature; she is a creator.
Rumi
Happy international women day 
@BrcAkalay #BirceAkalay #Babil",1,2,,,"#BirceAkalay,#Babil",@BrcAkalay,0,153,10.425720702853738
womens day,3:18 pm · 8 Mar 2020,Don't Talk Legal Services@DontTalkLegal,"Let's look at this day as an opportunity to raise awareness about issues that disproportionately affect women and to mobilize for meaningful change. At @DontTalkLegal , we are united in a circle of support for women all over the world – for their safety and success.
#WomensDay",0,,,,#WomensDay,@DontTalkLegal,0,277,9.128709291752767
womens day,3:16 pm · 8 Mar 2020,GatsBee: Blvck Apron@SamuelOtigba,"Happy international women’s day to
My equal.
My queen.
My partner.
My friend.
My teacher.
If they think you are weak cause you are a woman, then they lack vision cause they haven’t seen you fight. I’ll always respect & never stop you from being whatever you want to be. #IWD2020",0,78,,20,#IWD2020,,0,278,6.900655593423542
womens day,3:16 pm · 8 Mar 2020,MylnhurstSchoolNews@MylnhurstNews,Happy International Women’s Day! #InternationalWomensDay #InternationalWomenDay2020 #trailblazers #IWD2020 #IWD #WomensDay #womenshistorymonth2020 #womenshistorymonth #Sheffieldissuper #UKhastags #atsocialmedia #mylnhurstspirit,0,3,,9,"#InternationalWomensDay,#InternationalWomenDay2020,#trailblazers,#IWD2020,#IWD,#WomensDay,#womenshistorymonth2020,#womenshistorymonth,#Sheffieldissuper,#UKhastags,#atsocialmedia,#mylnhurstspirit",,0,227,17.14985851425088
womens day,3:15 pm · 8 Mar 2020,CharLynch@Charlynchfan1,"#thirtydaysofcharlotteflair
Day 2 
Favorite things about Charlotte Flair
The love she shows her fans 
She has genuine and brightest smile 
She encourage other womens to be better 
She supports her colleagues 
She has a heart of gold",1,,,,#thirtydaysofcharlotteflair,,0,232,18.107149208503706
womens day,3:15 pm · 8 Mar 2020,Cyberman MXU-VLJ@MxuVlj,#WomensDay just some of the female greats of Who,0,1,,,#WomensDay,,0,48,0.0
womens day,3:14 pm · 8 Mar 2020,Aditya_bhartiya@AdityaP97817282,"#ChangingNarratives a, Women day celebration at @ignca_delhi
@MinOfCultureGoI",0,,,,#ChangingNarratives,"@ignca_delhi,@MinOfCultureGoI",0,77,24.999999999999993
womens day,3:12 pm · 8 Mar 2020,akashaniv@akashaniv2,"Indian women panicked in a wrong and important day...
One bad game and that always will be in a knockout game - Typical Indian style...#AUSvIND @ICC @BCCIWomen",0,,,,#AUSvIND,"@ICC,@BCCIWomen",0,159,11.624763874381928
womens day,3:11 pm · 8 Mar 2020,Tobi@TobiIbraheem,"Happy International Women's Day @damilola_dakeje. You've cultivated these traits; Assertiveness, Empathy,  Power, Gratitude,  Selfcare, Passion, Courage and others. #PowerGirl",1,1,,2,#PowerGirl,@damilola_dakeje,0,175,15.430334996209192
womens day,3:08 pm · 8 Mar 2020,DENIKE (FKA Demure by 'Denike)@DenikeOnline,"Women’s rights are human rights. Happy International Women’s Day to Denike Women and every woman 
#IWD2020",0,10,,5,#IWD2020,,0,106,13.363062095621217
womens day,3:20 pm · 8 Mar 2020,MUKESH मालाराम  हिन्दू@malaram0081gour,"I'm signing off from my account now and I'll be tweeting from the honourable Prime Minister of India Shri @narendramodi 's account.
Thank you for your love and support. Happy Women's Day! #SheInspiresUs",0,,,,#SheInspiresUs,@narendramodi,0,202,10.425720702853738
womens day,3:19 pm · 8 Mar 2020,LYN BATAN@LYNBATAN2,"HappY International Women's  Day!!
 @maymayentrata07 @cntpatricia23
@Lawyer00610562 @MWcollin29
@EBarberAbroad @agathabayud @imtoothplucker @beejoyceful @BingkayPastrana @me_seasky
@leicardiel @natsusmith23 @VLeonzon @Sarahmiriam10
@DalisayCruz3 &2 all Womens  of 
#MayWard fam",1,2,,2,#MayWard,"@maymayentrata07,@cntpatricia23,@Lawyer00610562,@MWcollin29,@EBarberAbroad,@agathabayud,@imtoothplucker,@beejoyceful,@BingkayPastrana,@me_seasky,@leicardiel,@natsusmith23,@VLeonzon,@Sarahmiriam10,@DalisayCruz3",0,277,27.735009811261456
womens day,3:18 pm · 8 Mar 2020,Ronlad Baker. C@BakerRonlad,Happy women day.........@EstelaSCOTUS,0,,,,,@EstelaSCOTUS,0,37,35.35533905932737
womens day,3:16 pm · 8 Mar 2020,Loved Wife@KingYollz,Happy International Women's Day! #IAmGenerationEquality #EachforEqual @LafargeZimbabwe,1,,,,"#IAmGenerationEquality,#EachforEqual",@LafargeZimbabwe,0,86,24.999999999999993
womens day,3:16 pm · 8 Mar 2020,RAFIQKHANI@RafiqDawar3,"Benazir Bhutto was a Pakistani politician who served as prime minister of Pakistan from 1988 to 1990 and again from 1993 to 1996. She was the first woman to head a democratic government in a Muslim majority nation.
#WomensDay
@BBhuttoZardari @FarhatullahB",0,,,,#WomensDay,"@BBhuttoZardari,@FarhatullahB",0,255,0.0
womens day,3:13 pm · 8 Mar 2020,Vision2mission@Vision2mission2,Happy International Women's Day to all the women around the world. May your blessings supersede your struggles. Tag all the women you know and celebrate them @vision2mission2 #vision2mission #internationalwomensday… https://instagram.com/p/B9d9KBvJs-Q/?igshid=1qdzybo281y75…,0,,,,"#vision2mission,#internationalwomensday",@vision2mission2,1,274,9.622504486493764
womens day,3:13 pm · 8 Mar 2020,Shehnaaz Gill FC@shehnaazslaysss,Happy Women's Day khubsoorat pari and all the women out there. #HappyWomensDay2020 @Shehnazgill123,1,,,,#HappyWomensDay2020,@Shehnazgill123,0,98,17.677669529663685
womens day,3:12 pm · 8 Mar 2020,The Business of Life Blog@thebizoflife2,Enjoy your *International Women’s Day* celebrations  today from @thebizoflife2 #IWD2020 #EqualforEqual,0,,,,"#IWD2020,#EqualforEqual",@thebizoflife2,0,102,20.41241452319315
womens day,3:09 pm · 8 Mar 2020,papul @papuulaa, Mummy #WomensDay,0,1,1,,#WomensDay,,0,17,0.0
womens day,3:08 pm · 8 Mar 2020,WarinaHussain@WarinaHussain6,I am a strong woman because a strong woman raised me  #WomensDay,0,1,,,#WomensDay,,0,64,0.0
womens day,3:06 pm · 8 Mar 2020,Prashant Tandon™@PTandon2008,"Reality of world 
#WomensDay",0,1,,,#WomensDay,,0,28,0.0
womens day,3:06 pm · 8 Mar 2020,Gloriana@Glorypinklover,Proud to be a woman! #WomensDay,0,3,,,#WomensDay,,0,31,0.0
womens day,3:06 pm · 8 Mar 2020,Prem Singh@PremS_Butola,"Happy Women Day!
@narendramodi
@PMOIndia",1,,,,,"@narendramodi,@PMOIndia",0,40,31.622776601683793
womens day,3:03 pm · 8 Mar 2020,On This Day She@OnThisDayShe,"Happy #InternationalWomensDay ! To celebrate, we've followed a few more brilliant accounts which make women in history visible in various ways. Check them out and give them a follow! @WFPProject @MSpaceInvaders @salonrebooted @drapedinhistory @ayahshome",0,17,,10,#InternationalWomensDay,"@WFPProject,@MSpaceInvaders,@salonrebooted,@drapedinhistory,@ayahshome",0,253,0.0
womens day,3:02 pm · 8 Mar 2020,Christina Trevanion@CTrevanion,Happy #WomensDay 2020 folks.,0,70,8,7,#WomensDay,,0,28,0.0
womens day,3:02 pm · 8 Mar 2020,Titus K. Lekirrie@KLekirrie,"Happy Women's Day to all mothers, upcoming mothers and all those women who've gone an extra mile to make a just, healthier, peaceful and wealthier society. @agnesleina
@StateHouseKenya
#BeyondZeroHalfMarathon",0,2,,,#BeyondZeroHalfMarathon,"@agnesleina,@StateHouseKenya",0,208,11.043152607484654
womens day,3:00 pm · 8 Mar 2020,Unicef UK@UNICEF_uk,"Women & girls are powerful. Bold. Innovative. Resilient
Courageous. Strong. Unscripted. Unstoppable. 
Let's tear down all barriers and lift them up, today and everyday. 

#InternationalWomensDay #WomensDay",1,13,,10,"#InternationalWomensDay,#WomensDay",,0,205,0.0
womens day,2:58 pm · 8 Mar 2020,Movement Foundations School Program@mfschoolprogram,"#Repost actionhappiness (@get_repost)
・・・
Happy International Women's Day  Here’s to the brave, talented, resilient & compassionate women everywhere who do so much to create a happier world #happywomensday2020… https://instagram.com/p/B9d7d4RpeGn/?igshid=lxahuaaw7ir6…",0,,,,"#Repost,#happywomensday2020",@get_repost,1,268,11.043152607484654
womens day,2:58 pm · 8 Mar 2020,veer(SIDHEART )@VeereshDiggi,"Once again happy women's day
#RangBarseWithSid",0,1,,8,#RangBarseWithSid,,0,46,26.726124191242434
womens day,3:06 pm · 8 Mar 2020,Prem Singh@PremS_Butola,"Happy Women Day!
@narendramodi
@PMOIndia",1,,,,,"@narendramodi,@PMOIndia",0,40,31.622776601683793
womens day,2:58 pm · 8 Mar 2020,f a t i m a@Sara_fati_1,"W.. wheel of family
O.. ocean of knowledge
M.. mirror of children
A.. address of love
N.. navigator of lifeboat

#HappyWomensDay2020 
#WomensDay ",0,26,1,14,"#HappyWomensDay2020,#WomensDay",,0,145,0.0
womens day,2:58 pm · 8 Mar 2020,Pawan Ravali Palana Marali@bhanumongam,"The King is Back
#VakeelSaab
#VakeelSaabFirstSingle
#maguvamaguva
#womensday  special",1,8,,9,"#VakeelSaab,#VakeelSaabFirstSingle,#maguvamaguva,#womensday",,0,85,0.0
womens day,2:57 pm · 8 Mar 2020,Cross4Channel – GmbH@cross4channel,Happy #womensday euch allen!,0,,,,#womensday,,0,28,0.0
womens day,2:56 pm · 8 Mar 2020,ra@kkura95,"Happy international women's day...
For extraordinary and very inspiring women .. @official_izone ILY
#IZONE
#InternationalWomensDay",0,2,,,"#IZONE,#InternationalWomensDay",@official_izone,0,131,17.14985851425088
womens day,2:54 pm · 8 Mar 2020,Vendula Maderska@VendulkaM,"The flower greeting for every girl and women today. Let's make our day special, girls !  #internationalwomensday .
.
.
#crochetpattern by @VendulkaM, but not in the world, yet  #crochetingmakesmehappy… https://instagram.com/p/B9d67skH84N/?igshid=1tag966j2dva5…",0,,,,"#internationalwomensday,#crochetpattern,#crochetingmakesmehappy",@VendulkaM,1,260,11.78511301977579
womens day,2:54 pm · 8 Mar 2020,Anjali Sharma@anjalisharma3,"""Don't be afraid of the space between  your dreams and reality. If you can  dream it, you can make it so.""

#WomensDay
#RangBarseWithSid",0,9,2,9,"#WomensDay,#RangBarseWithSid",,0,136,0.0
womens day,2:52 pm · 8 Mar 2020,Dilsedesh@Dilsedesh,New India... The man who fired shots on #BraveWomenOfShaheenBagh received heroic welcome by like minded sick goons #WomensDay,1,29,1,21,"#BraveWomenOfShaheenBagh,#WomensDay",,0,125,0.0
womens day,2:52 pm · 8 Mar 2020,Jesse T.@10meloto,"#MatchOfTheDay
#WomensDay 

Io Shirai vs Mayu Iwatani - Stardom Year-End Climax 2016

My Rating: 4.50",0,2,,,"#MatchOfTheDay,#WomensDay",,0,101,0.0
womens day,2:51 pm · 8 Mar 2020,B h a d o o s k y@BhadmusAkeem,Wishing the only Queen on my chessboard happy international women’s day #IWD2020,0,88,1,15,#IWD2020,,0,80,19.6116135138184
womens day,2:51 pm · 8 Mar 2020,Lay.moon@Laymoon18,"Happy women's day
@weareoneEXO @layzhan @baekhyun_exo #EXO #يوم_المراه_العالمي",1,,,,"#EXO,#يوم_المراه_العالمي","@weareoneEXO,@layzhan,@baekhyun_exo",0,78,23.57022603955158
womens day,2:50 pm · 8 Mar 2020,badly drawn bee @soapachu,"Lift other women up. Amplify their voices. 
Every day, not just #IWD2020",0,25,,11,#IWD2020,,0,72,20.41241452319315
womens day,2:50 pm · 8 Mar 2020,romanoff@goshromanoff,"we're brave
we're powerful
we're strong
we're smart
we're kind
we're beautiful 
we're 𝙬𝙤𝙢𝙚𝙣

happy international women's day!

#InternationalWomensDay",0,369,4,143,#InternationalWomensDay,,0,150,6.711560552140243
womens day,2:49 pm · 8 Mar 2020,K_khloèKFan7@Kkardashian_k5,Happy international women's day!!!! Remember to love urself no matter what and be positive.  These women inspired me to become who Iam today and I'm so glad they did  #InternationalWomenDay2020 @KUWTK,0,,,,#InternationalWomenDay2020,@KUWTK,0,200,11.322770341445956
womens day,2:48 pm · 8 Mar 2020,@mingyulove04,"Today is international women’s day, i got flower and money but you are the best present  thank you for showing up for us, best boy ever  @pledis_17 #MINGYU
#InternationalWomensDay",0,1,,,"#MINGYU,#InternationalWomensDay","@mingyulove04,@pledis_17",0,179,11.78511301977579
womens day,2:48 pm · 8 Mar 2020,Len McCluskey@LenMcCluskey,"A very happy international women's day to all women @unitetheunion members, and to trade union sisters everywhere. Unionised workplaces are safer and more equal, which is why we need stronger unions and why working women should be trade unionists #IWD2020",0,81,2,29,#IWD2020,@unitetheunion,0,255,9.205746178983235
womens day,2:47 pm · 8 Mar 2020,Dr Paul Kasenene@drpaulkasenene,"If you educate a man, you educate an individual, But if you educate a woman, you educate a Nation. 

Women bring us into this world, nurture and care for us, hold our hands as we grow and make  us who we are in a silent but powerful way. 

We salute all women. Happy #WomensDay.",0,24,1,7,#WomensDay,,0,278,0.0
womens day,2:47 pm · 8 Mar 2020,Abhishek Singh@GhostMicha32,"It's really superb @godrejappliance through an impactful video is all we need this women’s day.
 #HomemakerNotHousewife",1,,,,#HomemakerNotHousewife,@godrejappliance,0,119,15.811388300841896
womens day,2:47 pm · 8 Mar 2020,Maeve @kennygho,"Happy women’s day @Symply_Tacha 
You are beautiful   
You are Strong
You are Independent and Confident 
You are a blessing an and inspiration to many other women.
I love you so much 
#RespectTacha #HappyWomensDay2020",0,37,1,27,"#RespectTacha,#HappyWomensDay2020",@Symply_Tacha,0,216,8.451542547285165
womens day,2:46 pm · 8 Mar 2020,Jesse T.@10meloto,"#MatchOfTheDay
#WomensDay 

Alundra Blayze (C) vs Leilani Kai - WWE Wrestlemania 10 (1994)

My Rating: 1.50",0,3,,1,"#MatchOfTheDay,#WomensDay",,0,107,0.0
womens day,2:48 pm · 8 Mar 2020,Len McCluskey@LenMcCluskey,"A very happy international women's day to all women @unitetheunion members, and to trade union sisters everywhere. Unionised workplaces are safer and more equal, which is why we need stronger unions and why working women should be trade unionists #IWD2020",0,81,2,29,#IWD2020,@unitetheunion,0,255,9.205746178983235
womens day,2:43 pm · 8 Mar 2020,Bigg Birdd @GZeroC,"Defend her in public.. Correct her in private !

#WomensDay",0,15,,7,#WomensDay,,0,59,0.0
womens day,2:42 pm · 8 Mar 2020,Derricks_Naturebook@DNaturebook,"Happy Women's Day to all the beautiful souls. Your contribution and hard work can not go in vain. Both in society, family, political life, tech and innovation, and not forgetting NATURE. We love you. @paulakahumbu @naturephotos333 ,,, #talknature",1,1,,,#talknature,"@paulakahumbu,@naturephotos333",0,246,10.206207261596575
womens day,2:41 pm · 8 Mar 2020,Trident Publishing@TridentPublish1,Hot HOT #WomensDay Tlove gift top #womensday #1 appreciation  Happy Women's Day for Tokyo Heat! A 20-20 Vision by Seb De Bard https://amazon.com/dp/0956118534/ref=cm_sw_r_tw_dp_U_x_0vlzEbSYY4J98… via @amazon,0,,,,"#WomensDay,#womensday",@amazon,1,207,11.043152607484654
womens day,2:41 pm · 8 Mar 2020,Wani Bilal@wanibilal803,"She is a dawn of everyday. She is precious pearl. She is blossom and a flower. Care her with inner core feelings. Respect her in every corner and in every step of life, whether infant, young or old. She is reason of upcoming generation. She is mom, sis, wife, grandma. 
#WomensDay",0,3,,1,#WomensDay,,0,280,0.0
womens day,2:39 pm · 8 Mar 2020,Giulia Maci@MaciGiulia,"“They put me in a cage so that 
my freedom may be a gift from them, 
and I'd have to thank them and obey. 
But I am free before them, after them, 
with them, without them.”J.Haddad                                         Happy #WomensDay to all women who are making the change!",0,2,1,1,#WomensDay,,0,277,0.0
womens day,2:37 pm · 8 Mar 2020,@venusdolce,Happy International Women’s Day! Endlessly grateful to all those who have fought tooth and nail for women’s rights and continue to do so today because there’s still a very long way to go. #InternationalWomensDay,0,81,,53,#InternationalWomensDay,@venusdolce,0,211,9.712858623572641
