Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length
once upon a time,"4:58 PM · May 2, 2020",Qwerty@Qwerty77420486·May 2,"Replying to @SenatorDurbin and @SenateDemsYou are nothing but a racist and history will remember you only for that. Once upon a time there lived a person in Germany with the same feeling for Jews, like you have for Indians. #S3861512",1,12,,15,#S386,"@SenatorDurbin,@SenateDems",0,233
once upon a time,"3:53 PM · May 2, 2020",JTG Productions@JTGProductionYT·May 2,"Once Upon A Time.

June 1st.646",1,46,,6,,,0,31
once upon a time,"6:07 AM · May 2, 2020",Niyodusenga Vianney@niyodusengavian·May 2,Once Upon A time In Airtel With Frendo.3,1,3,,,,,0,40
once upon a time,"9:24 AM · May 1, 2020",Mari Grande@MariGrande13·May 1,"This scene is very special to me because once upon a time someone did this to me like Jung Pal did to Duk Seon and yes he was a scaredy cat too just like Jung Pal. He is now married with 2 kids while here I am waiting for  Choi Taek to come into my life.

#Reply1988FaveScene4766",1,66,4,7,#Reply1988FaveScene,,0,279
once upon a time,"5:52 PM · Apr 30, 2020",josh @ghsttwn·Apr 30,when you’re watching Once Upon a Time in Hollywood and you get to the part where leonardo dicaprio points at the tv screen like in the meme320119,0,119,3,20,,,0,145
once upon a time,"4:21 PM · Apr 30, 2020",Douglas Wickard@DouglasWickard·Apr 30,“Once upon a time... in a land by the Sea...”22,1,2,,2,,,0,47
once upon a time,"4:43 PM · Apr 30, 2020",Neha𖧵⁷(I didn't unfollow please dm)@seokjindesi·Apr 30,Once upon a time a wise man said:17,1,7,,1,,,0,35
once upon a time,"12:59 PM · Apr 30, 2020",Danannie@jiemo521·Apr 30,"Once upon a time...
#fe3h #Casphardt161137",1,137,1,61,"#fe3h,#Casphardt",,0,42
once upon a time,"9:20 PM · Apr 29, 2020",A Libra @Anathimtanga·Apr 29,Once upon a time ngo 2017 . If I could just have this body back 117,0,17,,1,,,0,67
once upon a time,"2:09 PM · Apr 29, 2020",ً@CINEMAGEMS·Apr 29,Once Upon a Time in Hollywood (2019)44472.4K,1,2.4K,4,447,,,0,44
once upon a time,"5:34 PM · Apr 26, 2020",mingi pics@archivemingi·Apr 26,"once upon a time there was a song mingi. the end.

cr. flipped52871K",1,1K,5,287,,,0,68
once upon a time,"4:30 PM · Apr 26, 2020",thread.for.stars@MarianaJxst·Apr 26,7. Ginnifer Goodwin et Josh Dallas (Once Upon a Time )12,1,2,1,,,,0,56
once upon a time,"4:22 PM · Apr 26, 2020",Kevin M. Kruse@KevinMKruse·Apr 26,"Once upon a time, a very different kind of U.S. Senator from Arkansas created a program of international scholarships that helped send Americans abroad and brought foreign students to study here.Quote TweetAaron Rupar@atrupar · Apr 26""If Chinese students want to come here and study Shakespeare & the Federalist Papers, that's what they need to learn from America. They don't need to learn quantum computing"" -- Sen. Tom Cotton proposes restricting Chinese students from studying science & tech at US universities3.5M views0:00 / 0:463261.7K9.6K",1,9.6K,326,1.7K,,,0,545
once upon a time,"2:34 PM · Apr 26, 2020",lovefootballng@lovefootballng·Apr 26,"Timely reminder
Once upon a time
Michael Essien was the most expensive African footballer on the plant
Bison10102944",0,944,10,102,,,0,116
once upon a time,"10:48 PM · Apr 27, 2020",Sayyeda Minahil @MinahilSyed4·Apr 27,"|Once upon a time|

Mama    : beta uth jao 2 baj gay sehri 
                 kr lo .
|But now| 

Beta       :  mama 2 baj gay uthen or                    
                  sehri bna len .3428",0,28,3,4,,,0,192
once upon a time,"6:50 PM · Apr 27, 2020",Eva Arriaga Durán@EvaArriagaD·Apr 27,Sergio Leone dirigiendo a Claudia Cardinale en 'Once Upon a Time in the West' (1968).2474,0,74,,24,,,0,89
once upon a time,"3:04 PM · Apr 27, 2020",U n t o l d F e e l i n g s @iUntoldFeelings·Apr 27,"You're my once upon a time, but I guess I'm not your happily ever after.1727",0,27,1,7,,,0,76
once upon a time,"12:40 AM · Apr 27, 2020","kynsomnia  pro rei, anti man-spreader@kynjury·Apr 27","(1/2) 
Here’s my Once Upon A Time In Shibuya translation!! This was fun to work on, if impossible to actually figure the beat out odkcckc
Hopefully this is alright, I know there’s a few spoken lines missing at the end but that’s because they weren’t included in the lyrics :’)5271472",0,472,5,271,,,0,283
once upon a time,"12:38 PM · Apr 26, 2020",DIARY OF DREAMS@DIARYOFDREAMS·Apr 26,Once upon a time in Iceland.  Silke Jochum2858,0,58,2,8,,,0,46
once upon a time,"10:08 AM · Apr 26, 2020",Abuzee Mzito@abubakark147·Apr 26,Once upon a time at Santiago Bernabeu...legends 17,0,7,1,,,,0,50
once upon a time,"8:00 AM · Apr 26, 2020",FutbolBible@FutbolBible·Apr 26,Once upon a time at Real Madrid. Holy shit. Legends everywhere. 1691K8.6K,0,8.6K,169,1K,,,0,73
once upon a time,"1:36 AM · Apr 26, 2020",The Queen’s @QueenInJail·Apr 26,"Once upon a time I longed for fireworks and fairytale, I’ve grown up since then...32350",0,50,3,23,,,0,87
once upon a time,"8:42 PM · Apr 25, 2020",Football is another thing@Fisanotherthing·Apr 25,Once upon a time at Olympique Lyonnais! Deadly trio4,0,4,,,,,0,52
once upon a time,"12:15 PM · Apr 26, 2020",Jessica Harper@xwestenrax·Apr 26,Once Upon a Time in the West (1968)1,1,,1,,,,0,36
once upon a time,"9:41 AM · Apr 26, 2020",Calvo@calvo_veto·Apr 26,Once upon a time at the heart of UoN midfield where we always won the battle.15,1,5,1,,,,0,79
once upon a time,"1:30 AM · Apr 26, 2020",echo @BlyndShot·Apr 26,"“Once out in the sky, I was happy./Faintly I remember the sun...”
hi I love Once Upon a Time in Space (yes, another #themechanisms album)....so please,, enjoy1412",0,12,1,4,#themechanisms,,0,162
once upon a time,"12:46 AM · Apr 26, 2020",AM@xxa6n·Apr 26,Once upon a time...18,1,8,,1,,,0,21
once upon a time,"8:11 AM · Apr 25, 2020",mojtaba-Reporter@mojtaba_joker·Apr 25,"15 تا از بهترین فیلم های آل پاچینو بزرگ :

The Godfather
The Godfather II
Scarface 
Heat
Dog Day Afternoon
Scent Of A Woman
The Irishman
Carlito's Way 
Serpico 
The Insider
Glengarry Glen Ross
Once Upon a Time in Hollywood
Donnie Brasco
Insomnia 
Salomé

#AlPacino743041.1K",1,1.1K,74,304,#AlPacino,,0,273
once upon a time,"5:59 AM · Apr 25, 2020",Odious Oracle's Outlandish Opus@OdiousOracle12·Apr 25,"OPUS' CRUCIAL 3 ALBUMS:
Siouxsie & the Banshees

> The Scream (Nov. 78)
> Juju (Jun. 81)
> Once Upon A Time (Comp Dec 81)

@lee0969 @JoBeeMcr @robklippel @PaulMatts101 @SICrecords @joep991 @lyrasky4 @JFluffytails @nottco @colacrom @thepwgirl @Coceee @777Bowie @laurazee6 @Gorgie51132285",1,85,13,22,,"@lee0969,@JoBeeMcr,@robklippel,@PaulMatts101,@SICrecords,@joep991,@lyrasky4,@JFluffytails,@nottco,@colacrom,@thepwgirl,@Coceee,@777Bowie,@laurazee6,@Gorgie51",0,286
once upon a time,"3:56 AM · Apr 25, 2020",Allison Carter@AllisonLCarter·Apr 25,"Once upon a time, some stores were open 24 hours a day. If you decided you needed a blender at 11:55 pm on a Friday, you could get one. 

You usually didn’t. But it was nice knowing you could.1111118",0,118,11,11,,,0,199
once upon a time,"3:47 AM · Apr 25, 2020",Botmaster General@BotsandXanax·Apr 25,"Once upon a time, Nora the histrionic stalker set out for adventure. An old creep stalker told Nora a story. 'Listen well' she said to Nora, 'to this fat legend. ' Once upon a time, Nora the creep transtrender went to seek his forture. Nora went home.'",0,,,,,,0,252
once upon a time,"3:36 AM · Apr 25, 2020",Son43@43Son43·Apr 25,"Once upon a time, Azra the paleowitch set sail for adventure. Azra found an ancient book and opened it.  As Azra read, the book told an enchanting tale: Once upon a time, Mia the superlumberjack went to seek her forture. Mia went home.",0,,,,,,0,235
once upon a time,"3:28 AM · Apr 25, 2020",Kaitlin Sopoci-Belknap @kaitlin_sb·Apr 25,The real surprise I’m feeling about this is the reminder that once upon a time one could find things resembling real journalism on televisionQuote TweetHolly Otterbein@hollyotterbein · Apr 24Tara Reade told me this is her mother's voice. https://twitter.com/RichMcHugh/status/1253812727262388224…Show this thread21164,0,64,2,11,,,0,317
once upon a time,"3:22 AM · Apr 25, 2020",Maya Reed@MayaRee56706599·Apr 25,"Once upon a time, Mia the professional ballerina left his home. An old gentleman criminal told Mia a story. 'Listen well' she said to Mia, 'to this mysterious saga. ' Once upon a time, Darcy the cyberscientist set sail for adventure. Darcy went home.'",0,,,,,,0,251
once upon a time,"1:23 AM · Apr 25, 2020",Joanna Horrocks-Pashdag@JoannaHorrocks·Apr 25,"Replying to @JG_WriterOnce upon a time, there were three little pigs. And the the dragons arrived.74255",0,255,7,4,,@JG_Writer,0,103
once upon a time,"12:59 AM · Apr 25, 2020",MDN@maxdashiell·Apr 25,"Twitter really proves “Once Upon a Time in Hollywood”’s thesis right—that it’s trivial to convince kids of evil. Just call them free thinkers, dignify drugs, then discredit democracy. Believe it or not, “once upon a time,” this happened in California.version_4::podcast ft. BPD_GOD (aka MIYA BLACKHEARTED CYBER ANGEL...#artificialintelligence #racerealism #sexism *** Audio issues are due to Zoom connectivity issues and cellular reception. I did the best I could to improve a...youtube.com25",1,5,2,,,,0,492
once upon a time,"12:19 AM · Apr 25, 2020",Dan Ilie Doina@doina_dan·Apr 25,"We have been asked what is the difference of a Fascist fairy tale and Socialist fairy tale.

We answer: A Fascist fairy tale begins: “Once upon a time there was”. A Socialist fairy tale begins “Once upon a time there will be”.1",0,,1,,,,0,227
once upon a time,"12:07 AM · Apr 25, 2020",rae!@ginascursed·Apr 25,"once upon a time characters as “babe, my parents aren’t home” texts; a thread154226",1,226,1,54,,,0,83
once upon a time,"8:08 PM · Apr 24, 2020", Izzy Kamikaze @IzzyKamikaze·Apr 24,"Once upon a time, this was @NursepollyRgn's TV table. Now it's my glasshouse.157128",0,128,15,7,,@NursepollyRgn,0,83
once upon a time,"8:07 PM · Apr 24, 2020",alexis@jenslana·Apr 24,once upon a time characters buying pads: a thread145143,1,143,1,45,,,0,55
once upon a time,"7:40 PM · Apr 24, 2020",우리민희이뻐 @MiniAndYubi·Apr 24,"Once upon a time...

At the Cravity planet, the place for a prince 'HAM!'  
#HAMWONJIN #함원진 #Cravity #크래비티 #cravityfanart10377369",0,369,10,377,"#HAMWONJIN,#함원진,#Cravity,#크래비티,#cravityfanart",,0,129
once upon a time,"7:36 PM · Apr 24, 2020",D𝖆𝖓𝖎  || #MileyVirtualConcert @DaniielaaS·Apr 24,"once upon a time it was paradise, once upon a time i was paralyze #MileyVirtualConcert",0,,,,#MileyVirtualConcert,,0,86
once upon a time,"6:47 PM · Apr 24, 2020",Squint Neon@TheSquind·Apr 24,Once upon a time world used to look like this...1923233,1,233,19,23,,,0,55
once upon a time,"6:43 PM · Apr 24, 2020",Maya Reed@MayaRee56706599·Apr 24,"Once upon a time, Azra the technocriminal left his home. Azra found an ancient book and opened it.  As Azra read, the book told a portentous saga: Once upon a time, Mia the superwizard left her home. Mia went home.",0,,,,,,0,214
once upon a time,"6:40 PM · Apr 24, 2020",Botmaster General@BotsandXanax·Apr 24,"Once upon a time, Nora the creep brat left their home. An old drugged out stalker told Nora a story. 'Listen well' she said to Nora, 'to this fat tale. ' Once upon a time, Nora the histrionic lunatic left her home. Nora went home.'",0,,,,,,0,231
once upon a time,"6:09 PM · Apr 24, 2020",✿...@melojimi·Apr 24,once upon a time.. ♡min140123,1,123,1,40,,,0,29
once upon a time,"6:01 PM · Apr 24, 2020",Srinath Srinivasa@srinaths·Apr 24,"Once upon a time, we had manned missions to the moon. Not anymore.

Once upon a time, we had supersonic passenger jets. Not anymore. 

What next? ""Once upon a time, we had economy air travel. Not anymore.""? 

#CovidFallOut10",0,10,,,#CovidFallOut,,0,224
once upon a time,"5:36 PM · Apr 24, 2020",Son43@43Son43·Apr 24,"Once upon a time, Izzi the space spy left their home. An old occult lumberjack told Izzi a story. 'Listen well' she said to Izzi, 'to this portentous story. ' Once upon a time, Arjun the time wizard set out for adventure. Arjun went home.'",0,,,,,,0,239
once upon a time,"4:53 PM · Apr 24, 2020",Barry Waldo@BarryWaldo·Apr 24,"Once upon a time ⁦@jongarysteele⁩ #Outlander #BTS #productiondesign #artdept JGS was operating on fumes, so exhausted that he slept the following 24 hrs (I kinda miss the beard!) #artists0:2511.6K views3229558",1,558,32,29,"#Outlander,#BTS,#productiondesign,#artdept,#artists",@jongarysteele,0,209
once upon a time,"2:02 PM · Apr 24, 2020",SliabhLiagDistillers@SliabhLiagDistl·Apr 24,Once upon a time you weren’t a country without an airline and a beer. Now you aren’t a distillery without a hand sanitiser. Infused with seaweeds to be kind to the skin. Available shortly....630110,1,110,6,30,,,0,197
once upon a time,"1:44 PM · Apr 24, 2020",ChancelorP@chancelor_p·Apr 24,"Ranking Once Upon a Time films
1. Once Upon a Time in the West (1968)
2. Once Upon a Time In America (1984)
3. Once Upon a Time in Hollywood (2019)
4. Once Upon a Time in Mexico (2003)",0,,,,,,0,184
once upon a time,"1:29 PM · Apr 24, 2020",𝙻𝚊𝚞𝚛𝚒𝚎@twistedlaurie·Apr 24,"Once upon a time, I loved to create vector illustration, ate too many sweets, and had plenty of free time on my hand.

These are iconic foods from movies you’ll love ;))229112",0,112,2,29,,,0,175
once upon a time,"10:19 AM · Apr 24, 2020",Bowie Lyrics Bot@BowieLyricsBot·Apr 24,Little Toy Soldier Once upon a time there was a toy soldier And he lived in the playroom Once upon a time there was a toy soldier2,0,2,,,,,0,130
once upon a time,"10:00 AM · Apr 24, 2020",Anuj Alankar@Anujalankar9·Apr 24,"Once upon a time there was supreme Court in this country to provide justice to everyone.

Next generation will say
Once upon a time SC was acted like worker of ruling party in this country",0,,,,,,0,188
once upon a time,"9:32 AM · Apr 24, 2020",NaijaTunez TV @NaijaTunezTV·Apr 24,"Once upon a time, Phyno used to be tagged as 'Friend'.

Don't give up!19191490",0,490,19,191,,,0,78
once upon a time,"9:15 AM · Apr 24, 2020",Nadin Amizah.@nadineamizah·Apr 24,"Once upon a time, Belle was walking around her house and took some selfies before she met a beast, the love of her life.1518313",1,313,15,18,,,0,127
once upon a time,"8:59 AM · Apr 24, 2020",Apocalypshit ᕕ( ᐛ )ᕗ@GizSkyriser·Apr 24,Once upon a time designer shoes felt in love with sneakers...427137,0,137,4,27,,,0,67
once upon a time,"8:18 AM · Apr 24, 2020",twicon@twicon·Apr 24,"Once upon a time, Yuuma the supercriminal left his home. An old occult criminal told Yuuma a story. 'Listen well' she said to Yuuma, 'to this eerie tale. ' Once upon a time, Chiaki the superlumberjack went to seek her forture. Chiaki went home.'",0,,,,,,0,245
once upon a time,"7:49 AM · Apr 24, 2020",Dr's World@DrBpatel·Apr 24,Once upon a time...1526124,1,124,15,26,,,0,26
once upon a time,"7:47 AM · Apr 24, 2020",The Olive Knife @TheOliveKnife·Apr 24,"Once upon a time, An Indian life was the cheapest in world, today they have more value than an American

& the Cheapest is Paki Life. On one hand their PM @ImranKhanPTI  says 180 should die on another Chinese testing vaccine on them not pigs

Modi Rocks...11240640",0,640,11,240,,@ImranKhanPTI,0,264
once upon a time,"5:29 AM · Apr 24, 2020",Nuxx歌詞bot@NuxxLyrics·Apr 24,"once upon a time,early people made it 
once upon a time,you and me 
dancer in the shine 
you and me you and me

/RING OF POP #NuxxJP",0,,,,#NuxxJP,,0,132
once upon a time,"5:18 AM · Apr 24, 2020",twicon@twicon·Apr 24,"Once upon a time, Yuuma the professional ballerina went to seek his forture. Yuuma found an ancient book and opened it.  As Yuuma read, the book told an enchanting tale: Once upon a time, Azra the erotic priest set out for adventure. Azra went home.",0,,,,,,0,249
once upon a time,"4:47 AM · Apr 24, 2020","𝙇𝙤𝙫𝙚, 𝙋𝙤𝙩𝙖𝙩𝙤.@HttpsPotato·Apr 24","once upon a time, i begged you to stay. and i really laugh at that version of myself now.149692.7K",0,2.7K,14,969,,,0,98
once upon a time,"1:45 AM · Apr 24, 2020",Noor | 누르@MyHottestDay·Apr 24,"Once upon a time,

Mydays registered for 3rd gen membership, which also has a kit with it.
Mydays waited and the time passed

The end!
@day6official518138",0,138,5,18,,@day6official,0,154
once upon a time,"1:34 AM · Apr 24, 2020","Axel Folio, PhD@ISASaxonists·Apr 24","Once upon a time a guy told me that his dept was 1 of the most diverse depts in the UK. It was all comprised of white women except for 1 male. 

This is what most diversity committees in academia look like. Apparently only white women exist apart from rare tokens found in nature.Quote TweetWomen & Equalities Committee@Commonswomequ · Mar 3Welcome to the MPs who were appointed to the Women and Equalities Committee last night. 

We will be announcing our future work over the next few weeks.71159",0,59,7,11,,,0,498
once upon a time,"10:25 PM · Apr 23, 2020",Selina ~ AMALIAH.COM@Selina_Bakkar·Apr 23,"It’s ok. 

You don’t have to be ready. Ramadan is here to meet you exactly where you are, just be open Insha Allah. 

Sincerely yours, 

A once upon a time #RamadanMuslim225120",0,120,2,25,#RamadanMuslim,,0,176
once upon a time,"10:18 PM · Apr 23, 2020",The Queen’s @QueenInJail·Apr 23,"Once upon a time, I had a life...372135",0,135,3,72,,,0,39
once upon a time,"10:12 PM · Apr 23, 2020",Maya Reed@MayaRee56706599·Apr 23,"Once upon a time, Azra the professional detective left her home. An old time ballerina told Azra a story. 'Listen well' she said to Azra, 'to this enchanting story. ' Once upon a time, Darcy the erotic spy went to seek his forture. Darcy went home.'",0,,,,,,0,249
once upon a time,"9:22 PM · Apr 23, 2020",LOFTNS@Shakerthis·Apr 23,"Once upon a time , many many years ago.. there lived Darryl, Kill and Phil..  tag them if u know them .. Shalom1029255",1,255,10,29,,,0,118
once upon a time,"9:04 PM · Apr 23, 2020",Donaldo@Stornoway_Cove·Apr 23,"Once upon a time, a global pandemic would have had a global response led by the United States of America

Not anymore...

Trump has turned America in on itself caring for no-one but America

The vacuum left by Trumps actions have been palpable

Come back soon. You've been missed!82475",0,75,8,24,,,0,285
once upon a time,"8:59 PM · Apr 23, 2020",Iker Casillas@IkerCasillas·Apr 23,"Once upon a time in Hollywood... 
#TBThursday #GoodNightTwitterWorld451242.2K",0,2.2K,45,124,"#TBThursday,#GoodNightTwitterWorld",,0,77
once upon a time,"8:17 PM · Apr 23, 2020",Duncan Jones@ManMadeMoon·Apr 23,"Drip, drip, drippety drip!

Another MADI: Once Upon a Time in the Future artist spotlight!  This time, the amazing @PiaGuerra & colorist @COLORnMATT 

Link to how to get this thing coming next month.817123",1,123,8,17,,"@PiaGuerra,@COLORnMATT",0,205
once upon a time,"4:05 PM · Apr 23, 2020",R A T N I $ H@LoyalSachinFan·Apr 23,"Once Upon A Time On Twitter During Sachin Tendulkar's Birthday in 2015 _/\_

#HappyBirthdaySachin6118154",1,154,6,118,#HappyBirthdaySachin,,0,104
once upon a time,"4:00 PM · Apr 23, 2020",Oh My Disney@OhMyDisney·Apr 23,"Once upon a time.... Celebrate #WorldBookDay with @DisneyBooks on Instagram!

: @DisneyBooks12211876",0,876,12,211,#WorldBookDay,"@DisneyBooks,@DisneyBooks",0,100
once upon a time,"3:09 PM · Apr 23, 2020",BlackAmericanConnect@BlackAmConnect·Apr 23,"Movies that depict Black life during the Great Migration 

The Women of Brewster Place (1989)
Once Upon A Time When We Were Colored (1995)
Stompin at the Savoy (1992)
Lackawanna Blues (2005)

Which one is your favorite?62252",1,52,6,22,,,0,224
once upon a time,"12:53 PM · Apr 23, 2020",• ᴍᴀᴍᴀᴍᴏᴏ sᴄᴇɴᴀʀɪᴏs ⁴ •@worthlessgayss·Apr 23,"Once upon a time,, there was a legend named Kim Yongsun-1222550",1,550,1,222,,,0,63
once upon a time,"12:32 PM · Apr 23, 2020",Maya Reed@MayaRee56706599·Apr 23,"Once upon a time, Izzi the professional ballerina set out for adventure. Izzi found an ancient book and opened it.  As Izzi read, the book told a mysterious story: Once upon a time, Mia the erotic priest set sail for adventure. Mia went home.",0,,,,,,0,242
once upon a time,"12:29 PM · Apr 23, 2020",ᜉᜇᜎᜓᜋᜈ᜔@malamayangtinta·Apr 23,"WE ALL HAD OUR ONCE UPON A TIME

Erideya Celeste is a famous secret blogger under the penname of malamayang_tinta. She was doing great until one of her follower asked her about her once upon a time story that bring her in her memorable and unforgettable past.148",1,8,1,4,,,0,262
once upon a time,"12:25 PM · Apr 23, 2020",Ennun@ennunanaiurov·Apr 23,"Once upon a time, in uni, I made this thing from Save Me. I wanted to make more but it this alone took WEEKS and this is why I went for illustration instead of animation lmao0:202.9K views1270468",1,468,12,70,,,0,195
once upon a time,"12:22 PM · Apr 23, 2020",En@kr_naim·Apr 23,"Once upon a time i could remember all the elements in periodic table. Once upon a time laQuote Tweetcikgu Siti Faridah@SitiShare · Apr 17cikgu testing green screen studio di rumah.. 

PKP FASA KE 3 video cikgu dah jadi mcm ni. Agak2 kalau PKP FASA seterusnya rumah cikgu dah jadi studio tv3 agaknyaa..Show this thread0:21368.2K views",1,,,,,,0,333
once upon a time,"5:45 AM · Apr 23, 2020",Donovan Goliath@DonovanGoliath·Apr 23,‘Once Upon A Time In Hollywood’ was waaaaaaay overhyped and hella boring actually 3221180,0,180,32,21,,,0,89
once upon a time,"5:02 AM · Apr 23, 2020","Melissa Kwan, MD@melhkwan·Apr 23","Once upon a time I didn’t think the general public needed masks. Once upon a time we didn’t know what we know what we know now. We learn, we grow, we change. My mask protects you. Please protect me (and everyone else).1",0,1,,,,,0,219
once upon a time,"2:49 AM · Apr 23, 2020",xTrends@xtrends·Apr 23,Once upon a time Quote TweetxTrends@xtrends · Feb 20Just remember the stuff you have witnessed at the highest pixel of this chart1522178,1,178,15,22,,,0,136
once upon a time,"1:14 AM · Apr 23, 2020",Film Facts @factsonfiIm·Apr 23,"Quentin Tarantino started writing the script for 'Inglourious Basterds' (2009) way back in 1998 and at one point it was titled 'Once Upon a Time in Nazi-Occupied France' 

He found inspiration to finish the script by listening to the song 'Im Yours' by Jason Mraz on repeat489927K",0,7K,48,992,,,0,280
once upon a time,"11:17 PM · Apr 22, 2020",Simona Mangiante Papadopoulos@simonamangiante·Apr 22,Once upon a time in Hollywood wirh @GeorgePapa19 .... we were enjoying our best life! Better times will come back soon ! Our prayers for the people affected #papas491871.2K,0,1.2K,49,187,#papas,@GeorgePapa19,0,172
once upon a time,"10:57 PM · Apr 22, 2020",Botmaster General@BotsandXanax·Apr 22,"Once upon a time, Nora the insane lunatic left his home. Nora found an ancient book and opened it.  As Nora read, the book told an aroused by Randi saga: Once upon a time, Nora the histrionic brat went to seek their forture. Nora went home.",0,,,,,,0,240
once upon a time,"10:32 PM · Apr 22, 2020",Maya Reed@MayaRee56706599·Apr 22,"Once upon a time, Izzi the technowizard set out for adventure. Izzi found an ancient book and opened it.  As Izzi read, the book told an enchanting tale: Once upon a time, Chiaki the paleowitch left their home. Chiaki went home.",0,,,,,,0,228
once upon a time,"9:01 PM · Apr 22, 2020",Lara Pawson@larapawson·Apr 22,"Replying to @anicegreenleaf1. Once Upon a Time in the West
2. Once Upon a Time in the West
3. Stalker
4. Waiting for Happiness
5. Taxidermia1",0,1,,,,@anicegreenleaf,0,141
once upon a time,"8:47 PM · Apr 22, 2020",Devin@Devin_Smith_·Apr 22,"Replying to @jenmorrisonlive@jenmorrisonlive , Once Upon A Time gave me a lot of hope & something to watch that would occupy my mind while I was in a bad place mentally. Now that I've found the right medicine, Once Upon A Time is still working in my mind, heart, and soul. Thank all of you guys for the show!",0,,,,,"@jenmorrisonlive,@jenmorrisonlive",0,308
once upon a time,"8:37 PM · Apr 22, 2020",Jerry Saltz@jerrysaltz·Apr 22,"Every gallery has to reassess its business model, cut costs if it is to survive at all. Once upon a time not too long ago even the biggest galleries had like six people working there. The gallerists answered the phones. It wasn't that weird. It was sort of fun even. xo2514201",1,201,25,14,,,0,276
once upon a time,"8:30 PM · Apr 22, 2020",out of context turkish critics@turkishcritic·Apr 22,"once upon a time in hollywood (2019)
director: quentin tarantino22177",1,177,2,2,,,0,69
once upon a time,"6:31 PM · Apr 22, 2020",Peter Gadiot Fans@PeterGadiotFans·Apr 22,Replying to @swifttselenaHave you ever watched Once Upon a Time and Once Upon a Time in Wonderland?11,0,1,1,,,@swifttselena,0,101
once upon a time,"6:16 PM · Apr 22, 2020",Fans on Patrol@fansonpatrol·Apr 22,"ONCE UPON A TIME IN HOLLYWOOD LOCKDOWN #3
It is midweek again, time for some relief!  https://podbean.com/media/share/pb-xnm7m-da1429#.XqCIw3HNgG0.twitter… #Onceuponatimeinhollywood #movie #film #MovieReview #GWALLSTARS #moviepodsquad #PodcastHQ #PodernFamily Bonus Episodes!!12829",1,29,1,28,"#Onceuponatimeinhollywood,#movie,#film,#MovieReview,#GWALLSTARS,#moviepodsquad,#PodcastHQ,#PodernFamily",,1,281
once upon a time,"5:20 PM · Apr 22, 2020",@Movie_Th0ughts·Apr 22,"Once Upon A Time In Hollywood 

My Rate - 9/10 
Rotten tomatoes 85%

Review - Once Upon a Time in Hollywood is a comedy-drama film written and directed by the one and only Quentin Tarantino.  This movie features a… https://instagram.com/p/B_SpKwDhJEu/?igshid=1ae7rfvjocl57…12",0,2,,1,,,1,275
once upon a time,"4:36 PM · Apr 22, 2020",Mzilikazi@mzilikazisimon·Apr 22,"Once upon a time,time time time
822123",0,123,8,22,,,0,38
once upon a time,"4:33 PM · Apr 22, 2020",vikas ranjan@vikas261209·Apr 22,"#IsupportArnabGoswami
Once upon a time, Antonio Maino & Franco Luison was a good friends. 

Did I say something wrong ..71556730",1,730,71,556,#IsupportArnabGoswami,,0,128
