Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length,cosine_similarity(%)
liqour,7:06 am · 5 May 2020,Republic@republic·6h,"Lockdown: Chhattisgarh launches portal for home delivery of liquorLockdown: Chhattisgarh launches portal for home delivery of liquor - Republic WorldThe Chhattisgarh government has launched a web portal for home delivery of liquor in green zones of the state to avoid crowding at wine shops during the coronavirus-enforced lockdown, an official...republicworld.com1618111",1,111,16,18,,,2,371
liqour,1:31 am · 5 May 2020,Jacob Isaac@JacobIs69841773·11h,"Karnataka Excise Department estimates value of sale of liquor on first day of relaxations is around Rs 45 crore. 

Long queues were reported in liquor stores in the state starting from dawn.321",1,21,,3,,,0,193
liqour,7:33 am · 5 May 2020,Raghav Masoom@comedibanda·5h,"Delhites paying SPECIAL CORONA FEE [ 70 % extra tax ]  for  liquor .

#LiquorShops156",1,6,1,5,#LiquorShops,,0,85
liqour,1:10 am · 5 May 2020,Harshit Chauhan@guy_beerd·11h,"Which energy made Modi ji open liqour shops?
 #शराबी_सरकार1721",1,21,1,7,#शराबी_सरकार,,0,62
liqour,5:48 am · 5 May 2020,Akriti Aradhya@akritipandeyy·7h,"Hope liquor sales are as hot as the sun 
#WineShopsOpen
#TASMAC123",0,3,1,2,"#WineShopsOpen,#TASMAC",,0,66
liqour,6:21 am · 5 May 2020,Rohini Singh@rohini_sgh·6h,"Expensive alcohol encourages consumption of illicit alcohol which will lead to hooch tragedies. By making alcohol cheaper, people who drink will consume better quality liquor.Quote TweetPrabhuChawla@PrabhuChawla · 19hWell done. Way to raise revenue. @ArvindKejriwal https://twitter.com/jgopikrishnan70/status/1257368674077376513…6274432",0,432,62,74,,,0,336
liqour,2:07 am · 5 May 2020,Chandra@Ch1969Chandra·10h,"#शराबी_सरकार Central government and State governments did right thing to lift lockdown on wine shops, with in hours so called poor exposed themselves that how much they got to buy liquor, all these days they are posing as if they got nothing to buy even a pocket of salt0:442.7K views52545",1,45,5,25,#शराबी_सरकार,,0,289
liqour,7:04 am · 5 May 2020,Liquor Boies Pilled Bell @Lil_Boies2·6h,Good Morning Everyone  3118,0,18,3,1,,,0,27
liqour,6:54 am · 5 May 2020,Murali@muralwrites·6h,"TN must immediately hike tax on liquor, right time! #Tamilnadu #Liquor3412",0,12,3,4,"#Tamilnadu,#Liquor",,0,74
liqour,3:08 am · 5 May 2020,Sid Bhosale@user_sid·9h,"Mask is ready.

#LiquorShopsOpen #liqour14",1,4,,1,"#LiquorShopsOpen,#liqour",,0,42
liqour,7:34 am · 5 May 2020,FinancialXpress@FinancialXpress·5h,"In high spirits: People throng liquor shops in #Delhi despite 70% price hike - SEE PICS

https://financialexpress.com/india-news/in-high-spirits-people-throng-liquor-shops-in-delhi-despite-70-price-hike-see-pics/1948586/…4",1,4,,,#Delhi,,1,222
liqour,6:09 am · 5 May 2020,AS@Mandmanus·6h,"Just a thought govt started #LiquorShops for revenue but people not maintaining social distance. Instead of liquor please allow people go for Gym ,Yoga classes & even for morning walk with #SocialDistancing rules & regulations as they will fit and fine who not consum liquor.116",0,6,1,1,"#LiquorShops,#SocialDistancing",,0,278
liqour,1:58 am · 5 May 2020,Shamish Agrawal@Just_Roaster·11h,"Karnataka Excise Department reports Liquor sales of Rs 45 crores on the first day of opening of liquor shops . 
Meanwhile
Shopkeepers: Paise ki kami nahi hai. 1 din mei paisa double 
Alcoholics getting punished for breaking distance rule: G*nd tute toh tute, par sharaab na chhute216",1,16,,2,,,0,283
liqour,7:37 am · 5 May 2020,Nawfal Sarang नवाफल सारंग@nawfal_jr1·5h,"#LiquorShops
People standing outside the liquor shop.....",1,,,,#LiquorShops,,0,57
liqour,7:37 am · 5 May 2020,Tarannum Khan@Tarannu69898355·5h,"#sharabisarkar such a shame...
Due to Covid-19, the country's economy got disturbed, perhaps some situation can be improved by opening liquor contracts... #Lockdownkanasha",1,,,,"#sharabisarkar,#Lockdownkanasha",,0,171
liqour,5:36 am · 5 May 2020,"Nick Searcy, INTERNATIONAL FILM & TELEVISION STAR@yesnicksearcy·7h",Replying to @SenGillibrandLet's put a liquor store in every DMV office.1521178,0,178,15,21,,@SenGillibrand,0,78
liqour,3:16 am · 5 May 2020,Neeraj pandey@neerajp_oo7·9h,"#वैक्सीन_बना
#वैक्सीन_बना
""Rs 45"" crores in Sales Recorded from one-day liquor sale.
Drinkers To Everyone 419",1,19,,4,"#वैक्सीन_बना,#वैक्सीन_बना",,0,109
liqour,7:35 am · 5 May 2020,Y@$h j@iN@jain_yash_10·5h,You said @bhupeshbaghel that alcohol is harmful to us and on one hand you open a liquor shop. I think that your memories are not right you have forgotten things.,1,,,,,@bhupeshbaghel,0,161
liqour,6:30 am · 5 May 2020,Bauji@baujidesi·6h,"India has confirmed 46,433 cases now, with increase of 3597 cases in 24 hours.

Still, markets and liquor shops has been opened in many areas. What we learnt from Italy and USA? Nothing.

While cases are increasing daily, we request @DFS_India to #TestRedZoneBankers on priority.1116",1,16,,11,#TestRedZoneBankers,@DFS_India,0,283
liqour,4:50 am · 5 May 2020,Sunshine @SanaKerin·8h,"Day 40!! 

I think we deserve a celebration for going this far. Open liquor stores for today only 
#day40oflockdown1633",0,33,1,6,#day40oflockdown,,0,119
liqour,7:11 am · 5 May 2020,Livemint@livemint·5h,"#CoronavirusOutbreak | The average daily sale of liquor in the state in normal times is around ₹70-80 croreTipplers' day out: UP liquor sales over ₹100 crore on day oneUttar Pradesh has more than 25,000 liquor shops.A cap on individual purchase on liquor had been imposed to prevent hoardinglivemint.com212",1,12,,2,#CoronavirusOutbreak,,2,306
liqour,1:54 am · 5 May 2020,Tauhidalam@tauhidalam313·11h,"Long queue, large number of people at a liquor shop in Delhi's Daryaganj after #CoronavirusLockdown rules were relaxed
#शराबी_सरकार238",1,8,2,3,"#CoronavirusLockdown,#शराबी_सरकार",,0,134
liqour,3:29 am · 5 May 2020,Nayan Patel Tv9 News @nayanpatel_tv9·9h,"World's largest Liquor Showroom in Bangalore *""TONIQUE""*  first day sales, post lockdown, was Rs. 4 crore...Do you still think India is a underdeveloped country...?
Financial Crisis?

#wineshops
#liqour
#COVIDー190:33241 views136",1,6,1,3,"#wineshops,#liqour,#COVIDー19",,0,228
liqour,4:50 am · 5 May 2020,Bhavesh Singh@BhaveshSingh111·8h,Failure of social distancing after reopening of liquor shops on monday.This is the situation of red zoned city Varanasi. This is the worst decision made by the government without thinking about the consequences and absence of rules before making that decision.79,1,9,,7,,,0,262
liqour,7:37 am · 5 May 2020,Chinni@jayasharath·5h,#CloseLiquorshops  I wish doctors and police staff come together and talk about closing liquor shops.. otherwise their efforts will go waste..@HMOIndia @PMOIndia,0,,,,#CloseLiquorshops,"@HMOIndia,@PMOIndia",0,161
liqour,7:35 am · 5 May 2020,mr_coronavirus@ShahKayyum·5h,"#InConversationWithRahulGandhi
rahul gandhi world ke great economists se baat kr rhe h in pandemic. aor saheb liquor bech rhe h.",1,,,,#InConversationWithRahulGandhi,,0,128
liqour,7:34 am · 5 May 2020,Viral Bake@viralbake·5h,"Even 70% Increase In Price Couldn't Stop Delhi's Liquor Lovers To Queue Out In Numbers
.
.
#delhi #LiquorShops #liquor #LiquorShopsOpen #TuesdayThoughtsEven 70% Increase In Price Couldn't Stop Delhi's Liquor Lovers To Queue Out In Numbers - Viral BakeWhat if the there is a 70% Increase In Price of the liquor the alcohol lover have shown their love by maintaining the long lines outside shops.viralbake.com11",1,1,,1,"#delhi,#LiquorShops,#liquor,#LiquorShopsOpen,#TuesdayThoughts",,2,409
liqour,6:09 am · 5 May 2020,முகில் சக்திவேல் ツ@vels4j·6h,"Dear IAS officers @IASassociation Please advice govt not to open liquor shops. 
 #மே7அழிவின்ஆரம்பம்101",0,1,,10,#மே7அழிவின்ஆரம்பம்,@IASassociation,0,102
liqour,5:50 am · 5 May 2020,आदर्श-BALAK@tushar_sh22·7h,"Government before lockdown : #LiquorFreeIndia 
Government in lockdown to open a liquor shops to save economy.2",1,2,,,#LiquorFreeIndia,,0,110
liqour,5:36 am · 5 May 2020,Kumar Prince@chill_house___·7h,"#LiquorShopsOpen 
People standing outside the liquor shop..3",0,3,,,#LiquorShopsOpen,,0,60
liqour,5:24 am · 5 May 2020,24_Online_Liquor_Store@24Liquor·7h,Nothing gives you jump in your system than the right tequila shot. Order @www.24onlineliquorstore.com call 0716 729474 for swift services. #willisraburu2,1,2,,,#willisraburu,@www,0,153
liqour,5:15 am · 5 May 2020,We For News@WeForNews·7h,"#WATCH Delhi: A man showers flower petals on people standing in queue outside liquor shops in Chander Nagar area of Delhi. The man says, ""You are the economy of our country, government does not have any money"".  #CoronaLockdown0:26109.1K viewsFrom ANI11214",1,14,1,12,"#WATCH,#CoronaLockdown",,0,256
liqour,5:10 am · 5 May 2020,S.m.aabith husainy@aabithhusainy·7h,"#TASMAC
Closed wine shops, must be closed permanently.Permanently ban liquor in Tamil Nadu.Many families greet you.17",1,7,,1,#TASMAC,,0,117
liqour,2:42 am · 5 May 2020,Vinay Jonnalagadda - StayHome StaySafe!@vinayj·10h,"When they have money to buy liquor ( +20% price) why are the common money were on roads to feed them for 40 days?

I am not sure if it is SHAME on THEM or U / US - the people who r risking their live to feed them?

@geni_genisa @WillAskU @aravindgogineni @B4Politics @JogulambaV1:35159 views51726",1,26,5,17,,"@geni_genisa,@WillAskU,@aravindgogineni,@B4Politics,@JogulambaV",0,296
liqour,2:41 am · 5 May 2020,Dr Sundara@DrSundara3·10h,"#Liquor to cost 70% more in #Delhi 
It appears like exploitation of the vulnerability of people amidst the #Covid times2314",1,14,2,3,"#Liquor,#Delhi,#Covid",,0,123
liqour,2:25 am · 5 May 2020,"Gujju(han vahi, dhoklevala)@memer_gujju·10h","After government announcement of liquor bars!
#LiquorShops

Other states                  Maru Gujarat!1",1,1,,,#LiquorShops,,0,104
liqour,1:18 am · 5 May 2020,Benedictus@bngobeni10·11h,You guys should stop giving uMalume heavy liquor bafethu #BestWeddingEverGuys115,1,5,1,1,#BestWeddingEverGuys,,0,80
liqour,1:17 am · 5 May 2020,Ravinder Kapur@RavinderKapur2·11h,"Delhi govt increased the price of sale of liquor by 70%
Kejriwal stepping in the shoes of Modi by making money in a pandemic1227113",0,113,12,27,,,0,131
liqour,12:49 am · 5 May 2020,Sourabh Singh Goutam (सौरभ गौतम)@SGOUTAM8·12h,"The central government and the Madhya Pradesh government have ordered the openness of the liquor shop. Is this perfection wrong? I will request Modi ji to Shivraj ji. Take this decision back and work to improve the economy to bring the poor laborers to their homes
#शराबी_सरकार31934",1,34,3,19,#शराबी_सरकार,,0,282
liqour,12:16 am · 5 May 2020,Amajahl Knowles@3AM__MO·12h,"Dear Liquor Stores,
There’s no way you don’t have a Corona/Cinco De Mayo special tmrw.

Literally writes itself.2042",0,42,,20,,,0,116
liqour,6:04 am · 5 May 2020,Anand@anandf1200·7h,"TASMAC Liquor shops will not open in Chennai from May 7.  

#COVIDー19",1,,,,#COVIDー19,,0,69
liqour,5:05 am · 5 May 2020,TV9 Telugu@TV9Telugu·8h,"#TelanganaFightsCorona

Telangana Cabinet to discuss on Liquor, lockdown, exams topics todayTelangana Cabinet to discuss on Liquor, lockdown, exams topics today...Telangana Cabinet to discuss on Liquor, lockdown, exams topics today Watch LIVE: https://goo.gl/w3aQde Today's Top News: https://goo.gl/5YuScD Visit Website:...youtube.com15",1,5,1,,#TelanganaFightsCorona,,0,336
liqour,4:33 am · 5 May 2020,arvind_13@Rwind_13·8h,"Government should generate alternate sources of income apart from (getting from liquor sales) 

Or control the crowd and maintain strictest social distancing 
People are  going to suffer the most 

#alcoholawareness5",0,5,,,#alcoholawareness,,0,216
liqour,4:28 am · 5 May 2020,Deepak Rajpurohit@DeepakR14438936·8h,"Liquor shops will create a big problem ... 
Not maintaining the social distancing
 #Bhandup
@MumbaiPolice
@TOIMumbai0:2139 views11",1,1,1,,#Bhandup,"@MumbaiPolice,@TOIMumbai",0,130
liqour,4:12 am · 5 May 2020,Iqra Manzoor@IqraMan24605559·8h,"Replying to @ANIFor state governments, the fast consuming liqour means an increase in the flow of funds to pay their bills .know making anti liqour laws and  banning  it through the medium of media  is not of any worth because it contributes in India's GDP#Liqoureconomy",0,,,,#Liqoureconomy,@ANI,0,270
liqour,4:09 am · 5 May 2020,Kris@ThePenisLiquor·8h,PEANUT SENT ME THIS LETTER AND IM LEGITMATELY CRYING13,1,3,1,,,,0,54
liqour,3:23 am · 5 May 2020,Bharat Tripathi@btripathi9·9h,"Its high time they authorize Home Delivery of liquor.
 you see.....'high time'
#LiquorShops
#liqour13",0,3,1,,"#LiquorShops,#liqour",,0,101
liqour,2:42 am · 5 May 2020,The Seithikathir@TheSeithikathir·10h,"Some of the Liquor bill that was purchased Yesterday.

#wineshops #liquor #liqour #Karnataka #AndhraPradesh #LiquorShops #LiquorFreeIndia #LiquorShopsOpen4316",1,16,4,3,"#wineshops,#liquor,#liqour,#Karnataka,#AndhraPradesh,#LiquorShops,#LiquorFreeIndia,#LiquorShopsOpen",,0,158
liqour,2:35 am · 5 May 2020,"Loire's Queen, The Liquor Store@TuskerBeer4·10h","SALUTE TO HON PM SIR, CM SIR & ALL OFFICERS, STAFF WHO GIVEN A CHANCE TO REOPEN OUR LIQUOR SHOPS. GREAT WELCOME FROM 1M WORKERS OF THIS IND.",1,,,,,,0,140
liqour,7:23 pm · 4 May 2020,Rαнυℓ 𝓖ᴜᴘᴛᴀ@law_of_sarcams·17h,"Modiji watching a man disobey social distancing outside liquor shop
 #wineshops #liqour313",0,13,,3,"#wineshops,#liqour",,0,90
liqour,7:14 pm · 4 May 2020,पुनीत ठाकुर@4nPXccioBlcAsEi·17h,"People's of india proves themselves they're lived without wine , but government can't.
#wineshops
#liqour922",1,22,,9,"#wineshops,#liqour",,0,108
liqour,7:10 pm · 4 May 2020,lalit SOLANKI@lalitmali03·17h,"After Imposing Special Corona Fees 70% On Liquor

Delhi Ka Malik : 
#wineshops1150",1,50,,11,#wineshops,,0,82
liqour,7:04 pm · 4 May 2020,Vishesh@vishthecomic·18h,"*70% tax on liquor imposed in Delhi*

Daaru Lovers:3861",1,61,3,8,,,0,55
liqour,7:00 pm · 4 May 2020,Vinay Bhagat@Viinay04·18h,Way of lockdown followed in India.  #liqour #wineshops37,0,7,,3,"#liqour,#wineshops",,0,56
liqour,6:46 pm · 4 May 2020,Shubham garg @Sidha_memer·18h,"Delhi government ::
Imposing 70% tax on liquor (#wineshops)

Alcoholic be likeGIF449",1,9,4,4,#wineshops,,0,84
liqour,6:20 pm · 4 May 2020,Lalit Sachdeva@Lalit_Sacha·18h,"Delhi Government imposed 70% tax on MRP of liquor 
Le Darubaaz Nibba :
#LiquorShops #liqour2",1,2,,,"#LiquorShops,#liqour",,0,92
liqour,6:17 pm · 4 May 2020,Pawan Wali@PawanWali·18h,There will be a 70% hike in liquor prices from tomorrow in the national capital Delhi19,1,9,,1,,,0,87
liqour,6:11 pm · 4 May 2020,Norbert Elekes@NorbertElekes·18h,"INDIA: On first day of reopening, Karnataka liquor shops have sold 390,000 liters beer and 850,000 liters Indian made liquor.

Totaling $5.9 million (Rs 45 crore) in sales.4292.5K10.1K",0,10.1K,429,2.5K,,,0,184
liqour,6:06 pm · 4 May 2020,Ishkaran Singh Bhandari@ishkarnBHANDARI·19h,"Kejriwal is unbelievably smart Politician, flawless move & timing of 70% tax on liquor.

Other CMs may well copy it.3059935.6K",0,5.6K,305,993,,,0,126
liqour,5:56 pm · 4 May 2020,Tanya luthra@tanyaluthra917·19h,"As per the the worst implementation of social distancing in front of liquor shops today around the country, I urge Govt, kindly open liquor shops with infallible plannings.
Home delivery is better option or token numbers can be given on phns with timing.
@yashpalmurar @mlkhattar2",0,2,,,,"@yashpalmurar,@mlkhattar",0,280
liqour,5:54 pm · 4 May 2020,Shiv Aroor@ShivAroor·19h,"70% tax on MRP of all liquor sold in Delhi from tomorrow, Delhi Govt announces. #Covidaaru591561.1K",0,1.1K,59,156,#Covidaaru,,0,99
liqour,5:41 pm · 4 May 2020,ANI@ANI·19h,Delhi Government has imposed 'Special Corona Fees'- 70% tax on Maximum Retail Price of the liquor. It will be applicable from tomorrow.1.3K2.8K13.8K,1,13.8K,1.3K,2.8K,,,0,148
liqour,5:34 pm · 4 May 2020,Syed Aijaz kashani@kashani_syed·19h,"Karnataka gains Rs 45 crore from liquor sales on first day of re-opening of shops... 

Economy booster1254",1,54,1,2,,,0,106
liqour,5:30 pm · 4 May 2020,Himanshu Jain@JainHimanshudx·19h,"when your neighbours saw you coming with 6 bottles of whiskey
#wineshops #liquor2214",1,14,2,2,"#wineshops,#liquor",,0,84
liqour,4:20 pm · 4 May 2020,J G J@JoGladston·20h,Liquor Business Back On Track. Why we used to say #StayHomeStaySafe only GOD knows.0:3337 views2,1,2,,,#StayHomeStaySafe,,0,96
liqour,4:12 pm · 4 May 2020,_ch€t@n_@trust_my_lies·20h,"Liquor Shop owners Cupboard tonight be like
#LiquorShops112",1,2,1,1,#LiquorShops,,0,59
liqour,4:08 pm · 4 May 2020,Patriotic Missile @TeluguChegu·20h,"These are grand liquor brands permitted by andhra government..

Did we ever see these company or brand names ....
Rates hiked by 25%...

Connect the dots 

It's a scam40267437",0,437,40,267,,,0,175
liqour,3:57 pm · 4 May 2020,Mirchi9@Mirchi9·21h,"The first day of liquor sale in AP leads to two suicides in a single family. 

The wife and daughter have committed to suicide after drunk father beaten them at Palamaneru in Chittoor District of Andhra Pradesh.

#CoronavirusOutbreakindia2122124",0,124,2,122,#CoronavirusOutbreakindia,,0,245
liqour,3:44 pm · 4 May 2020,hadd_bakchodi@hadd_bakchodi·21h,"Liquor shops owner right now 
#LiquorShops1",1,,,1,#LiquorShops,,0,43
liqour,3:38 pm · 4 May 2020,Nishitha M R@NishithaMR·21h,Is it really impossible to run the government without liquor?? #LiquorMuktKarnataka11,1,,1,1,#LiquorMuktKarnataka,,0,85
liqour,3:35 pm · 4 May 2020,Vaishali B.@VaishaliB12·21h,"#liqour 
Govt. must be thinking.16",0,6,,1,#liqour,,0,34
liqour,5:45 pm · 4 May 2020,Jawed Ansari@J__ansari·19h,Karnataka gains Rs 45 crore from liquor sales on first day of re-opening of shops.0:3511.7K views52193,1,93,5,21,,,0,102
liqour,3:15 pm · 4 May 2020,S@Sanzivian·21h,Cheers  #liqour3,0,3,,,#liqour,,0,16
liqour,3:13 pm · 4 May 2020,PRAVEENN GURIJALA@gpraweenn·21h,One person liquor bill today in Bengaluru... lockdown effect!!!111,1,1,1,1,,,0,66
liqour,3:00 pm · 4 May 2020,Prateek Kakani@prateek1424·22h,"Why liquor is always criticised when knowing the fact that this generates maximum revenue to the state govt , stop making judgement from alcohol to alcoholic and treat the same as semi essential Goods @special_suren @prateek1424 @ashishirdua @cmohry @PMOIndia89",0,9,,8,,"@special_suren,@prateek1424,@ashishirdua,@cmohry,@PMOIndia",0,261
liqour,2:55 pm · 4 May 2020,Smriti Tanya@SmritiTanya·22h,"#LiquorShops #LiquorFreeIndia
Liquor store owners:16",1,6,1,,"#LiquorShops,#LiquorFreeIndia",,0,52
liqour,2:46 pm · 4 May 2020,ANI@ANI·22h,"Liquor sales of Rs 45 crores recorded on the first day of opening of liquor shops: Karnataka Excise Department
#COVID19Lockdown6893.3K18.3K",0,18.3K,689,3.3K,#COVID19Lockdown,,0,139
liqour,2:43 pm · 4 May 2020,Rishi Bagree @rishibagree·22h,State CMs wanted #LiquorShops to be open as they earn 20000 crores collectively every month from Liquor taxes. I am not against Liquor sale but I guess Home delivery of liquor is a better ideaQuote TweetVivek Ranjan Agnihotri@vivekagnihotri · 4 MayDon’t know whose brilliant idea was to open liquor and tobacco shops?502321.1K,0,1.1K,50,232,#LiquorShops,,0,326
liqour,2:42 pm · 4 May 2020,CNBC-TV18@CNBCTV18Live·22h,Karnataka Excise Department says the state saw #Liquor sales worth Rs 45 cr on Monday1188263,1,263,11,88,#Liquor,,0,92
liqour,2:42 pm · 4 May 2020,Rakesh@Axidental_tweet·22h,"Red zone people watching crowd at liquor shop:
#liquor2315",1,15,2,3,#liquor,,0,58
liqour,11:05 am · 4 May 2020,Robin @R_ch_2003·4 May,"#LiquorShops
Other shopkeeper seeing line on liquor shops10",0,10,,,#LiquorShops,,0,59
liqour,11:04 am · 4 May 2020,Spirit of Congress@SpiritOfCongres·4 May,Does RSS promote liquor consumption?1075227,1,227,10,75,,,0,43
liqour,10:44 am · 4 May 2020,Prince@iprince_99·4 May,"Liquor shop owners*
#LiquorShops4",1,4,,,#LiquorShops,,0,33
liqour,10:44 am · 4 May 2020,Kanimozhi@kanimozhi·4 May,"Is that true, that the consortium of liquor company paid heavily to @ArvindKejriwal that forced him to open Liquor shops in Delhi?11327",0,27,1,13,,@ArvindKejriwal,0,135
liqour,10:41 am · 4 May 2020,Andrew Bedell@BedellPoet·4 May,"She smells of cheap liquor, nicotine & bad choices
All her worldly goods are kept in an old shoebox held together with an elastic band
She wished she had a larger one
That would hold her life together
All that was good in her life seemed to get washed away with the rain
#Vss365GIF9",1,9,,,#Vss365,,0,282
liqour,10:38 am · 4 May 2020,Sleek Ink Liquor@SleekInkliquor·4 May,"The best of service providers when it comes to delivering drinks at your doorstep.
Willis Raburu
#RutoThePretender17",1,7,,1,#RutoThePretender,,0,116
liqour,10:31 am · 4 May 2020,Nobita@Harami_Nobita·4 May,When your dad caught you standing in the queue for #liquor11530,1,30,1,15,#liquor,,0,63
liqour,10:19 am · 4 May 2020,Ratnesh Yadav@ratn3sh·4 May,Vaccine development news after liquor shops open #LiquorShops2,1,2,,,#LiquorShops,,0,62
liqour,10:08 am · 4 May 2020,Ally@MyNation_VB·4 May,Women empowerment at liquor shop 44432,0,32,4,44,,,0,38
liqour,10:04 am · 4 May 2020,Md Umar Ali@mdumarali786·4 May,"Situation right now 
#LiquorShops #liquor18",0,8,,1,"#LiquorShops,#liquor",,0,43
liqour,9:46 am · 4 May 2020,Prem Prakash@premprakash28·4 May,LIQUOR Overrides CORONA Today.2,1,2,,,,,0,31
liqour,9:42 am · 4 May 2020,Siddi Boy @siddiboy21·4 May,Drinkers going for shopping #LiquorShops #liquor2539,0,39,2,5,"#LiquorShops,#liquor",,0,52
liqour,9:37 am · 4 May 2020,Risk_Hai@Aaahh_kadak_hai·4 May,"People buy 6 -7 bottles of liquor at a time
#LiquorShop22536",0,36,2,25,#LiquorShop,,0,60
liqour,9:13 am · 4 May 2020,Vijay Jaiswal@puntasticVU·4 May,"*#LiquorShops Opens today*

Normal people                  Daaru lovers 
at 5 am Today                   outside Liquor           
                                             shop at 5 am16",1,16,,,#LiquorShops,,0,190
liqour,8:02 am · 4 May 2020,Mahamud ಪಿಮಹಮ್ಮದ್@cartoonist_PM·4 May,"Liquor shops are open
#Lockdown32646",1,46,2,6,#Lockdown3,,0,36
liqour,7:45 am · 4 May 2020,Polly@polly_shishu·4 May,"An Alcoholic after buying 3bottles in advance stands in line for the 3rd time
*le liquor shop owner
 45672",0,72,4,56,,,0,106
liqour,7:44 am · 4 May 2020,Siddu Patil@Siddupatil_·4 May,"#LiquorShops
when ur in queue for liquor ... suddenly News Channels arrive :13",0,3,,1,#LiquorShops,,0,78
