Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length,cosine_similarity(%)
pulitzer,2:53 am · 5 May 2020,naresh fernandes@tajmahalfoxtrot,"Three Indian photographers win Pulitzer for J&K coverage after it lost special status https://scroll.in/latest/961042/associated-press-photographers-win-pulitzer-for-j-k-coverage-after-it-lost-special-status… via @scroll_inThree photographers from J&K win Pulitzer for coverage after erstwhile state lost special statusDar Yasin, Mukhtar Khan and Channi Anand won the Pulitzer Prize for feature photography.scroll.in27230658",1,658,27,230,,@scroll_in,3,424
pulitzer,7:38 am · 5 May 2020,Karim@karimnanavour,"Hatred united Nazis and facists. In our times, Islamophobia is the new unifier for Hindutvawadis. Ms Singh & her overseas Islamophobic patron lobby are having a Burnol moment because three brave journalists from J&K have been awarded the Pulitzer Prize for ”unlawful activities.”1521",1,21,1,5,,,0,283
pulitzer,7:36 am · 5 May 2020,Omair Ahmad@OmairTAhmad,"The Pulitzer prize for feature photography, showing the graphic cruelty of our repression of Kashmiris, tells you exactly how unconvincing the PR by hacks like Aarti Tikoo and Sunanda Vashist were.

One thing to lose at places like USCIRF, another to lose in global public eye.52980",0,80,5,29,,,0,282
pulitzer,1:48 am · 5 May 2020,ACLU@ACLU,"This episode of @ThisAmerLife just won a well-deserved Pulitzer Prize for shining a light on asylum seekers trapped in Mexico.

We’re challenging the “Remain in Mexico” policy in court. We won't stop fighting to protect asylum seekers from Trump's abuses.The Out Crowd - This American LifeReports from the frontlines of the Trump administration's ""Remain in Mexico"" asylum policy.thisamericanlife.org15154581",1,581,15,154,,@ThisAmerLife,2,408
pulitzer,7:52 pm · 4 May 2020,philip lewis@Phil_Lewis_,"The Pulitzer Prizes has awarded Ida B. Wells with a posthumous citation, one of America's earliest investigative journalists who spent months journeying through the deep South after the Civil War investigating the lynchings of Black men.Pulitzers honor Ida B. Wells, an early pioneer of investigative journalism and civil rights icon -...In granting a posthumous citation to Ida B. Wells, the Pulitzer Prizes honors one of America’s earliest and most intrepid investigative reporters.poynter.org141.1K2.6K",1,2.6K,14,1.1K,,,2,505
pulitzer,10:12 pm · 4 May 2020,Ida Bae Wells@nhannahjones,"Ida B. Wells & I were awarded the Pulitzer on the same day. How can I not believe that the ancestors intervened on this moment? I'll say more later.For now I will sit in the truth of how she, how they, cleared a path for me, how they endured so that I & the #1619Project could be. Quote TweetThe Pulitzer Prizes@PulitzerPrizes · 18hCongratulations to @nhannahjones of @nytimes. #Pulitzer7603.1K22.2K",1,22.2K,760,3.1K,#1619Project,,0,399
pulitzer,8:06 pm · 4 May 2020,Jessica Lustig@jessicalustig,"Accepting the Pulitzer Prize in Commentary for her lead essay in the 1619 Project, @nhannahjones tells the @nytimes staff it is “the most important work of my life.” She adds that her daughter asked “Are you famous now?” and that she told her the goal is “to make a difference.”306364K",1,4K,30,636,,"@nhannahjones,@nytimes",0,285
pulitzer,5:27 am · 5 May 2020,Aarti Tikoo Singh@AartiTikoo,"No Pulitzer for journalists who captured pictures of children whose parents were massacred by Pakistan-sponsored terrorists. No Pulitzer because no journos cared to take pics of the kids blown up due to IEDs planted by Hizb, Lashkar & Jaish. No Pulitzer becoz no one lobbied.1138822.4K",0,2.4K,113,882,,,0,285
pulitzer,7:48 pm · 4 May 2020,Travis Waldron@Travis_Waldron,"Matt Bevin told the Courier-Journal to dig into his controversial pardons and they’d win a Pulitzer and they dug into his pardons and won a Pulitzer.Quote TweetJoe Sonka  #StayHome@joesonka · 17hWhen Bevin called me in December he urged me to dig into the cases of his pardons, saying, ""if it's done, right, I'm telling you, you could win a Pulitzer Prize.... I don't know if you write well enough or do research well enough to do it, but if somebody had that ability...""Show this thread199043K",0,3K,19,904,,,0,494
pulitzer,8:22 pm · 4 May 2020,Ted Cruz@tedcruz,Pulitzer epically beclowns itself. Prize supposed to go to work that “adheres to the highest journalistic principles.” NYT’s 1619 project is explicitly not journalism; it is propaganda. In NYT’s words: “It aims to REFRAME OUR COUNTRY’S HISTORY.” It’s based on FALSE premises. 1/xQuote TweetThe Pulitzer Prizes@PulitzerPrizes · 18hCongratulations to @nhannahjones of @nytimes. #Pulitzer1.6K2.8K8K,0,8K,1.6K,2.8K,,,0,395
pulitzer,9:34 pm · 4 May 2020,The New York Times@nytimes,"Congratulations to @brianmrosenthal who won the Pulitzer Prize for investigative journalism. His reporting revealed how a predatory lending scheme and government inaction devastated immigrant cab drivers in New York and elsewhere.‘They Were Conned’: How Reckless Loans Devastated a Generation of Taxi DriversThousands of immigrants who were chasing the dream of owning a New York taxi were trapped in reckless loans by bankers who made huge profits, The Times found.nytimes.com27219895",1,895,27,219,,@brianmrosenthal,2,485
pulitzer,9:43 pm · 4 May 2020,Donald J. Trump                             ᵖᵃʳᵒᵈʸ@realDonaldTrFan,VERY UPSET that Pulitzer Prize winners were anounced and I DIDN'T win! I entered MY name OVER 700 times! And I wasn't picked!? Drawing was totally RIGGED!! Some Journalists won it! How many times did they enter there names?! UNFAIR because journalists have access to photocopiers!1916213.9K,0,3.9K,191,621,,,0,290
pulitzer,9:54 pm · 4 May 2020,Jesse Kelly@JesseKellyDC,"I don’t know why people are mad about the Pulitzer going to a media person who hates America and has a mission to make sure your children are educated in the hatred of America. 

That’s American journalism. It’s an insurgent, traitorous profession and has been for some time.Quote TweetThe Pulitzer Prizes@PulitzerPrizes · 18hCongratulations to @nhannahjones of @nytimes. #Pulitzer445791.4K",0,1.4K,44,579,,,0,390
pulitzer,9:08 pm · 4 May 2020,Elon Green@elongreen,The worst people in America are very upset that Nikole Hannah-Jones won a Pulitzer.552733.4K,0,3.4K,55,273,,,0,92
pulitzer,11:21 pm · 4 May 2020,Joe Sonka  #StayHome@joesonka,"I won a Pulitzer Prize today, and I’m on my second week of unpaid furlough starting next Monday.

Please subscribe to the @courierjournal to support our work:Louisville Courier-Journal Subscription Discount | Subscriber ServicesChoose a Louisville Courier-Journal subscription discount from Subscriber Services. Subscribe to Courier-Journal and save on home delivery in Kentucky.courier-journal.subscriber.services2572.4K6.6K",0,6.6K,257,2.4K,,@courierjournal,2,425
pulitzer,8:34 pm · 4 May 2020,Gabriella Paiella@GMPaiella,"Yes, it hurts to not win a Pulitzer for my oral history of the Folgers ad where it seems like the brother and sister are doing it, but it was an honor just to be nominated133145.4K",0,5.4K,13,314,,,0,180
pulitzer,11:23 pm · 4 May 2020,Joy Reid@JoyAnnReid,"For those who are angry that @nhannahjones (AKA ""Ida Bae Wells"") received a Pulitzer today because the 1619 hurt your gauzy view of American history, perhaps peruse the history of the original Ida B. Wells: The Idol of every black woman journalist:Ida B. Wells - Anti-Lynching CrusaderIn 1892, Ida B. Wells' friend Thomas Moss and two other African-American men were lynched in Memphis, a horrific act that inspired Wells to begin herbiography.com234101.6K",1,1.6K,23,410,,@nhannahjones,2,456
pulitzer,10:01 pm · 4 May 2020,michaelharriot@michaelharriot,"Have they done any tests to see if white tears can kill the coronavirus?

If so, then @nhannahjones' Pulitzer might have singlehandedly cured COVID-19 because Unseasoned Twitter is BIG MAD.1073703.5K",0,3.5K,107,370,,@nhannahjones,0,199
pulitzer,11:28 pm · 4 May 2020,Sohrab Ahmari@SohrabAhmari,"""Too bad the Pulitzer committee now thinks that facts are irrelevant to journalism.""

Our editorial on this disgrace.The only Pulitzer the 1619 Project deserved was for fictionAs it was designed to do, The New York Times’ woefully mistaken 1619 Project just won a Pulitzer Prize. Worse, the award for commentary actually went to Nikole Hannah-Jones for her essay introducingnypost.com565581.3K",1,1.3K,56,558,,,2,393
pulitzer,11:22 pm · 4 May 2020,Molly Jong-Fast@MollyJongFast,Doesn’t Ben Shapiro freaking out about the Pulitzer Prizes remind you of trump freaking out about the Nobels?2133394.6K,0,4.6K,213,339,,,0,119
pulitzer,8:36 pm · 4 May 2020,Ted Cruz@tedcruz,"5/x Renown historian James McPherson likewise described the astonishing falsehoods in the now absurdly Pulitzer-Prize winning NYT 1619 project:An interview with historian James McPherson on the New York Times’ 1619 ProjectThe “World Socialist Web Site” recently spoke to McPherson, professor emeritus of history at Princeton University, on the “New York Times”’ 1619 Project.wsws.org875111.6K",1,1.6K,87,511,,,2,392
pulitzer,8:15 pm · 4 May 2020,James Hohmann@jameshohmann,"The amazing @eilperin flew in the luggage compartment of a 2-seater plane to get to the North Slope of Alaska so she could write this great story, which is part of the package on climate change that has won the Pulitzer Prize for explanatory reporting:Facing catastrophic climate change, they still can’t quit Big OilIn Alaska, a new oil boom is on the horizon even as climate change arrives and greenhouse gas emissions climb.washingtonpost.com11177411",1,411,11,177,,@eilperin,2,453
pulitzer,8:08 pm · 4 May 2020,Clara Jeffery@ClaraJeffery,.@nhannahjones and the actual Ida B Wells getting a Pulitzer in the same year is some sweet sweet overdue news.71561.3K,0,1.3K,7,156,,@nhannahjones,0,119
pulitzer,8:27 pm · 4 May 2020,Connie Schultz@ConnieSchultz,"Congratulations, @nhannahjones, on winning the Pulitzer Prize for Commentary. I am standing here applauding remarkable you.Nikole Hannah-Jones of The New York TimesFor a sweeping, deeply reported and personal essay for the ground-breaking 1619 Project, which seeks to place the enslavement of Africans at the center of America’s story, prompting public conversa...pulitzer.org13921.2K",1,1.2K,13,92,,@nhannahjones,2,384
pulitzer,8:40 pm · 4 May 2020,Ted Cruz@tedcruz,"6/x The NYT & Pulitzer are now both expressly partisan, consumed with Trump-hatred, history “reframing,” race-baiting, dishonest propagandists. Denounced by serious historians. It’s truly sad. Now, more than ever, we need real journalists. And they’re not even pretending anymore.6746692.3K",0,2.3K,674,669,,,0,290
pulitzer,8:30 pm · 4 May 2020,Charles P. Pierce@CharlesPPierce,"The most entertaining part of this year’s Pulitzer Prizes will be watching heads explode because @nhannahjones won one of them.  Congrats, Ida Bae! Also, I read the Anchorage DN/Pro Publica series about the abandonment by law enforcement of small Alaskan villages.1081611",0,611,10,81,,@nhannahjones,0,271
pulitzer,8:13 pm · 4 May 2020,Reuters@Reuters,See the photos that won the Pulitzer Prize https://reut.rs/2z8ugEgGIF38647875,1,875,38,647,,,1,77
pulitzer,5:06 am · 5 May 2020,dan levy@danjlevy,"Give this journalism a Pulitzer!Quote Tweetjeremy taché@jeremytache · 16hDennis Rodman as Moira Rose, a threadShow this thread332683.9K",0,3.9K,33,268,,,0,135
pulitzer,11:41 pm · 4 May 2020,Jeet Heer@HeerJeet,"African Americans are dying in hugely disproportionate numbers thanks to the longstanding caste system & a racist health care system while some white people are very, very mad that 1619 got a Pulitzer. America!338363.9K",0,3.9K,33,836,,,0,219
pulitzer,8:47 pm · 4 May 2020,The Root@TheRoot,"Congratulations to @nhannahjones for her #Pulitzer Prize in Commentary. Watch the journalist tell the story of her ""spiritual grandmother"" Ida B. Wells, who was also honored with a posthumous Pulitzer citation.3:5094.2K views254361.1K",1,1.1K,25,436,#Pulitzer,@nhannahjones,0,234
pulitzer,10:54 pm · 4 May 2020,Tabeenah Anjum@TabeenahAnjum,Some more Pulitzer award winning pictures. #Kashmir after abrogation of article 370 .993350,1,350,9,93,#Kashmir,,0,91
pulitzer,8:56 pm · 4 May 2020,The Pulitzer Prizes@PulitzerPrizes,"Congratulations to the 2020 #Pulitzer Prize winners!Announcement of the 2020 Pulitzer Prize WinnersPulitzer Administrator Dana Canedy will announce the 2020 Pulitzer Prizes via video stream at Pulitzer.org on Monday, May 4 at 3:00 p.m. EDT. Watch video of the announcement here and read the full...pulitzer.org508011.4K",1,1.4K,50,801,#Pulitzer,,2,319
pulitzer,8:12 pm · 4 May 2020,Sarah Mervosh@smervosh,"""To every black girl who was told she had to shrink yourself and your blackness in order to succeed in this world, I want you to know you don't"" - @nhannahjones, offering up so much inspiration and authenticity as she accepts a Pulitzer for her 1619 project44061.9K",0,1.9K,4,406,,@nhannahjones,0,265
pulitzer,12:48 am · 5 May 2020,Clint Smith@ClintSmithIII,I’ve said this before but @nhannahjones’ work on the NYT’s 1619 Project over the past year has catalyzed a national conversation around slavery that’s reshaped our public discourse & transformed pedagogy in classrooms across the country. She deserves that Pulitzer & so much more.62542.2K,0,2.2K,6,254,,@nhannahjones,0,288
pulitzer,8:07 pm · 4 May 2020,Saket Gokhale@SaketGokhale,"Reporting from Kashmir under the Modi govt is not easy - especially for photojournalists.

Congrats to Channi Anand, Mukhtar Khan, & @daryasin of @AP on winning a #Pulitzer for their work in documenting Kashmir especially in the aftermath of the shameful abrogation of Art. 370.Quote TweetThe Pulitzer Prizes@PulitzerPrizes · 18hCongratulations to Channi Anand, Mukhtar Khan and @daryasin of @AP. #Pulitzer176262.3K",0,2.3K,17,626,#Pulitzer,"@daryasin,@AP",0,415
pulitzer,9:46 pm · 4 May 2020, David Gura @davidgura,"A highlight of hosting ""Up"" on @MSNBC was when @nhannahjones joined @DeeTwoCents, @GarrettHaake, @pescami and me the morning the #1619Project was published.
 
Congrats on your Pulitzer Prize, Nikole!9:2111.9K viewsFrom Velshi on MSNBC19103387",1,387,19,103,#1619Project,"@MSNBC,@nhannahjones,@DeeTwoCents,@GarrettHaake,@pescami",0,242
pulitzer,8:34 pm · 4 May 2020,Ted Cruz@tedcruz,"4/x Renown historian Gordon Wood described the astonishing falsehoods in the now absurdly Pulitzer-Prize winning NYT 1619 project:An interview with historian Gordon Wood on the New York Times’ 1619 ProjectGordon Wood is professor emeritus at Brown University and author of the Pulitzer Prize-winning book “The Radicalism of the American Revolution”, as well as “Empire of Liberty: A History of the Early...wsws.org1004951.3K",1,1.3K,100,495,,,2,424
pulitzer,9:07 pm · 4 May 2020,Michael Tracey@mtracey,Congratulations to all the journalists who won a Pulitzer! Someday I hope to also receive an obnoxious bullshit prize891551.1K,0,1.1K,89,155,,,0,126
pulitzer,8:41 pm · 4 May 2020,Shanita Hubbard@msshanitarenee,"I almost cried when I saw this. She absolutely deserves this Pulitzer!!!Quote TweetNYT Magazine@NYTmag · 18h“Black Americans have also been, and continue to be, foundational to the idea of American freedom.”

Congratulations to @nhannahjones, whose #1619 Project essay has won the Pulitzer Prize for Commentary  

https://nyti.ms/2z5O4bgShow this thread338259",0,259,3,38,,,0,359
pulitzer,8:22 pm · 4 May 2020,PR Team at Reuters@ReutersPR,"Congratulations to the @Reuters team, including @jamespomfret, @GregTorode, David Lague, @TomLasseter, @a_roantree, @QiZHAI, @DavidKirton_, @farahmaster, @clarejim & @stecklow for being a #Pulitzer Prize finalist in International Reporting for 'The Revolt of Hong Kong' series!358130",1,130,3,58,#Pulitzer,"@Reuters,@jamespomfret,@GregTorode,@TomLasseter,@a_roantree,@QiZHAI,@DavidKirton_,@farahmaster,@clarejim,@stecklow",0,283
pulitzer,12:30 am · 5 May 2020,Kong Tsung-gan / 江松澗@KongTsungGan,"The Photography Staff of Reuters, including Tyrone Siu who took this photo here, has won a Pulitzer Prize for its photos of the #HK protests. Congrats & thanks for your work. Other photos in the series here: https://pulitzer.org/winners/photography-staff-reuters-2…7292364",1,364,7,292,#HK,,1,272
pulitzer,9:29 pm · 4 May 2020,Oprah Winfrey@Oprah,"What a day, what a day when @nhannahjones & @colsonwhitehead win @PulitzerPrizes for their outstanding work! I’m this thrilled for them both. #PulitzerGIF1441872.1K",1,2.1K,144,187,#Pulitzer,"@nhannahjones,@colsonwhitehead,@PulitzerPrizes",0,164
pulitzer,10:06 pm · 4 May 2020,roxane gay@rgay,"A Strange Loop was one of the most interesting, complex, and provocative shows I saw last year. Simply outstanding to see it win the Pulitzer.517612",0,612,5,17,,,0,148
pulitzer,1:40 am · 5 May 2020,Jessica Valenti@JessicaValenti,She deserves another Pulitzer for that tweet8341.8K,0,1.8K,8,34,,,0,51
pulitzer,8:45 pm · 4 May 2020,Emory University@EmoryUniversity,"Congratulations to Emory's @jerichobrown, winner of the 2020 Pulitzer Prize in Poetry http://links.emory.edu/jbpulitzer8163601",1,601,8,163,,@jerichobrown,1,126
pulitzer,9:34 pm · 4 May 2020,Washington Examiner@dcexaminer,"""Pulitzer epically beclowns itself. 

NYT’s 1619 project is explicitly not journalism; it is propaganda.""

@TedCruz, critics rip @PulitzerPrizes for awarding @NYTimes for controversial ""1619 Project"" about the legacy of slavery in the US.'Pulitzer epically beclowns itself': Ted Cruz rips 1619 Project after New York Times awarded prizeSen. Ted Cruz slammed the Pulitzer Prize Committee for awarding the New York Times the top honor in commentary for its 1619 Project.washingtonexaminer.com47190428",1,428,47,190,,"@TedCruz,@PulitzerPrizes,@NYTimes",2,498
pulitzer,8:11 pm · 4 May 2020,NABJ Headquarters@NABJ,#NABJCongrats @nhannahjones on your #Pulitzer!!!! Wow! Thank you for your powerful work!!!!Quote TweetThe Pulitzer Prizes@PulitzerPrizes · 18hCongratulations to @nhannahjones of @nytimes. #Pulitzer145206,0,206,1,45,"#NABJCongrats,#Pulitzer",@nhannahjones,0,203
pulitzer,8:04 pm · 4 May 2020,Basharat Peer@BasharatPeer,"Dar Yasin, @daryasin, Mukhtar Khan and Channi Anand of Associated Press win the Pulitzer Prize in Feature Photography for their work on the India’s clampdown on Kashmir.386305",1,305,3,86,,@daryasin,0,175
pulitzer,11:31 pm · 4 May 2020,Ali Velshi@AliVelshi,"When I read @nhannahjones commentary kicking off @nytimes 1619 Project - marking 400 years since the first enslaved African arrived on American shores - I thought it was one of the best things I’d ever read about slavery. Today she won a Pulitzer for it.America Wasn’t a Democracy, Until Black Americans Made It OneOur founding ideals of liberty and equality were false when they were written. For generations, black Americans have fought to make them true.nytimes.com212811K",1,1K,21,281,,"@nhannahjones,@nytimes",2,475
pulitzer,9:40 pm · 4 May 2020,David Walsh@DavidAstinWalsh,"Given that certain folks on the right are having a collective freakout about the #1619Project and @nhannahjones winning the Pulitzer Prize, it seems a good time to revisit this piece.The Fragile Patriotism of the American ConservativeThe New York Times’s new 1619 Project argues fiercely for a new understanding of what it means to believe in America—and it is cracking the very foundations of conservatism.bostonreview.net36265757",1,757,36,265,#1619Project,@nhannahjones,2,431
pulitzer,2:18 am · 5 May 2020,Marc Fisher@mffisher,"The winner of today’s Pulitzer Prize for breaking news is on unpaid furlough from the Louisville Courier-Journal. The least we finalists for that prize can do is subscribe to @courierjournal, which I just did. I hope you will too.Quote TweetJoe Sonka  #StayHome@joesonka · 14hI won a Pulitzer Prize today, and I’m on my second week of unpaid furlough starting next Monday.

Please subscribe to the @courierjournal to support our work: https://courier-journal.subscriber.services/?GA_network=g&GA_device=m&GA_campaign=1730646466&GA_adgroup=76191778228&GA_target&GA_placement&GA_creative=337560818797&GA_extension&GA_keyword=subscribe%20to%20courier%20journal&GA_loc_physical_ms=9014240&GA_landingpage=https%3A%2F%2Fcourier-journal.subscriber.services%2F…Show this thread73206",0,206,,73,,@courierjournal,0,774
pulitzer,1:36 am · 5 May 2020,fat jon boyega@larryowenslive,"a musical with a black queer intellectual and heartfelt protagonist won the pulitzer prize for drama. the only musical by a black writer in its history. the tenth musical to win the prize in its HISTORY. joining the ranks of A Chorus Line, Rent & Sunday in the Park WIth George173623.8K",0,3.8K,17,362,,,0,286
pulitzer,11:17 pm · 4 May 2020,Alec MacGillis@AlecMacGillis,"Stories the barebones Baltimore Sun newsroom has covered since 2015:
*Freddie Gray death & protests
*Huge surge in violence
*Epic police corruption case
*Computer virus disabling city govt
*Healthy Holly scandal

They won Pulitzer for latter today, but earned it for so much more.61831K",0,1K,6,183,,,0,286
pulitzer,2:05 am · 5 May 2020,Nicholas Kristof@NickKristof,"A reminder of: 1.) the critical role that local newspapers play as watchdogs; 2.) the desperate economic straits they find themselves in; 3.) the need for anyone who believes in democracy to support them. And congrats on the Pulitzer!!!Quote TweetJoe Sonka  #StayHome@joesonka · 14hI won a Pulitzer Prize today, and I’m on my second week of unpaid furlough starting next Monday.

Please subscribe to the @courierjournal to support our work: https://courier-journal.subscriber.services/?GA_network=g&GA_device=m&GA_campaign=1730646466&GA_adgroup=76191778228&GA_target&GA_placement&GA_creative=337560818797&GA_extension&GA_keyword=subscribe%20to%20courier%20journal&GA_loc_physical_ms=9014240&GA_landingpage=https%3A%2F%2Fcourier-journal.subscriber.services%2F…Show this thread360271",0,271,3,60,,,0,781
pulitzer,1:09 am · 5 May 2020,Alex Boniello@AlexBoniello,"We got “Waitress.” We got “Newsies.” We got BOTH productions of “Spring Awakening.” We got DEH. We got PULITZER PRIZE WINNING “A Strange Loop.” 

We gonna have some funnnn.Quote TweetAndrew Barth Feldman@andrewbfeldman · 12hTuesday, May 5. 6PM EST.
#BwayJackbox.
@alexwyse.
@PlznFankU.
Nicolette Robinson.
Recent Lucille Lortel Award winner @larryowenslive.
http://Tiltify.com/@bwayjackbox.1542891",0,891,15,42,,,0,397
pulitzer,9:52 pm · 4 May 2020,Nick Short@PoliticalShort,Giving a #Pulitzer prize to the NYT’s 1619 project for rewriting our history is bad but not as bad as giving a Pulitzer prize to the NYT’s Walter Duranty as he covered up Stalin’s genocide of Ukrainians in the 1930’s.9131235,0,235,9,131,#Pulitzer,,0,224
pulitzer,9:48 pm · 4 May 2020,The Associated Press@AP,".@AP photographers Dar Yasin, Mukhtar Khan and Channi Anand have been awarded the 2020 Pulitzer Prize in feature photography for extraordinary photojournalism of the crisis and military lockdown in Indian-controlled Kashmir.AP wins feature photography Pulitzer for Kashmir coverageNEW YORK (AP) — The story of India’s crackdown on Kashmir last August was difficult to show to the world. The unprecedented lockdown included a sweeping curfew and shutdowns of phone and internet...apnews.com16249538",1,538,16,249,,@AP,2,497
pulitzer,12:06 am · 5 May 2020,UNC Hussman School of Journalism and Media@UNCHussman,"CELEBRATE | Nikole Hannah-Jones ’03 (M.A.), cofounder of the @IBWellsSociety housed at #UNC Hussman — “Ida Bae Wells” on @twitter — was awarded the 2020 #Pulitzer Prize for Commentary. And Ida B. Wells (1862–1931) was recognized with a Special Citation.  http://go.unc.edu/Pulitzers142731.4K",0,1.4K,14,273,"#UNC,#Pulitzer","@IBWellsSociety,@twitter",1,291
pulitzer,4:29 am · 5 May 2020,Nazir Masoodi@nazir_masoodi,"A rare honour for journalism in Kashmir. Post August 5 J&K story gets #Pulitzer. A big shoutout to @daryasin, @muukhtark_khan and @channiap for winning 2020 Pulitzer Prize in feature photography.717268",1,268,7,17,#Pulitzer,"@daryasin,@muukhtark_khan,@channiap",0,201
pulitzer,11:23 pm · 4 May 2020,The Root@TheRoot,"Nikole Hannah-Jones, Creator of the New York Times' 1619 Project, Awarded 2020 Pulitzer Prize: https://bit.ly/3dhLON2112351K",1,1K,11,235,,,1,124
pulitzer,8:12 pm · 4 May 2020,Travis Helwig@travishelwig,"SO HONORED to announce I won a Pulitzer for this #lovettorleaveit segment were I attempted to break up @RonanFarrow and @jonlovettQuote TweetTommy Vietor@TVietor08 · 17h""Do you even know me? Why did you go to something so hostile?"" @jonlovett to @RonanFarrow while having a blast playing a newlywed game on his own show. Check it out! https://youtube.com/watch?v=qS89Dar8YZk…28461.5K",0,1.5K,28,46,#lovettorleaveit,"@RonanFarrow,@jonlovett",0,383
pulitzer,9:21 pm · 4 May 2020,Thor Benson@thor_benson,"Congrats to @nhannahjones on winning a Pulitzer for the #1619Project and making a bunch of talentless, ignorant trolls furious again833234",0,234,8,33,#1619Project,@nhannahjones,0,138
pulitzer,11:43 pm · 4 May 2020,neontaster@neontaster,My favorite narrative about this Pulitzer is that giving it to the 1619 Project was some bold decision rather than the exact whipped cream fan service decision that every liberal American media figure was yearning for.261861.2K,0,1.2K,26,186,,,0,227
pulitzer,6:22 am · 5 May 2020,anam@AnamsChirpss,"From Pellets to Pulitzer - we showed them our strength. 

#PulitzerIsHome323231",0,231,3,23,#PulitzerIsHome,,0,79
pulitzer,6:34 am · 5 May 2020,Hindu Americans@HinduAmericans,"I was the first one to post about anti-India Pulitzer. I made urgent tweets within minutes of award announcement. But Hindus still totaly failed to ratio Pulitzer or AP tweet. I kept on tweeting & shouting, but Islamists kept on retweeting & they won. Very little Hindu response.34151358",0,358,34,151,,,0,287
pulitzer,10:34 pm · 4 May 2020,Jabari Allen@pleasureisblack,A black gay man won the Pulitzer Prize for Drama also.Quote TweetThe Pulitzer Prizes@PulitzerPrizes · 18hCongratulations to Michael R. Jackson [@TheLivingMJ] and @phnyc. #Pulitzer115933K,0,3K,11,593,,,0,186
