Query,Date,user,Tweet,Img_present,Likes,commnets,retweet,tags,mentions,url_count,length
4 Years of FAN,"2:07 PM · May 1, 2020",Skins offSZN ♫@TerryMcLaur1n,"Giants fans bringing up footage of Chase Young in high school like this man didn’t put on 40 pounds of muscle over the past 3-4 years Quote Tweet𝐓𝐇𝐄 𝐌𝐀𝐉 | 𝐍𝐘𝐆 | 𝐍𝐅𝐋 | 𝐅𝐀𝐍𝐓𝐀𝐒𝐘@TheMaj_NFL · Apr 240:10Skins Fans: “We got Chase Young.”

Giants Fans: “We got the equalizer”

Welcome to Big Blue @allforgod_55 #GiantsPride1118123",1,123,11,18,,,0,323
4 Years of FAN,"11:08 PM · Apr 26, 2020",MLaaTR Fanbase@MLaaTRFanbase,I’ve been a fan of My Life as a Teenage Robot for over 4 years at this point. It was about time for me to get the art book! Up next... the DVDs!3973,1,73,3,9,,,0,148
4 Years of FAN,"8:26 PM · Apr 27, 2020",Tom@tom_1875,"this guy raped a 13 year old and gets 4 years but some luton fans who were involved in trouble against southend last year got just shy of 3, make it make sense please Quote TweetLondon & UK Crime..@CrimeLdn · Apr 27Manzoor Akhtar, 31, has been sentenced to more than four years in jail for raping a young girl when she was just 13. The assaults took place during 2005 and 2006 in the West Yorkshire town, Leeds Crown Court heard. https://metro.co.uk/2020/04/27/member-grooming-gang-jailed-four-years-raping-girl-13-12616652/?ito=cbshare…214",0,14,,2,,,0,540
4 Years of FAN,"6:52 PM · May 2, 2020",Richard Martinez@youngrichie2137,Idk Y BTS fan's are talking shit on the internet talking about @xxxtentacion saying that their happy he's dead that's not right he helped alot of people with depression yes he'd went to jail but he changed 20 years old he went to orphanages to give stuff 4 the kid's  stop hating13,1,3,,1,,@xxxtentacion,0,281
4 Years of FAN,"8:17 AM · May 4, 2020",Juldeukie @juldeukie,Replying to @PNK4BLNKs @jendeukiebabo and @ygofficialblinkIt is illegal to say to fans that they are releasing 4 new songs when one of them is exactly the same from 3 years ago. It is illegal to say that they are going to have a comeback early 2020 and keep delaying it because that leads people to keep throwing money and get no shit21,0,1,2,,,"@PNK4BLNKs,@jendeukiebabo,@ygofficialblink",0,336
4 Years of FAN,"8:40 AM · Apr 26, 2020",Narendra Sunderrajan #ᴬᴺᴺᴬᴬᵀᵀᴴᴱ@Narendra4U__,"Online Thaliavar fans lunch break or tired?

Think of RMM soldiers working tirelessly for more than month and also for the other RMM social activities for more than 2 years

Let's speed up guys to salute ground level RMM members 
#CoronaReliefByRAJINIsoldiers278",0,8,,27,#CoronaReliefByRAJINIsoldiers,,0,262
4 Years of FAN,"7:40 AM · May 4, 2020",Nate Tobin@GiantWarrior16,Teams have 4 pots of fan $. This years $. Playoff $. And next years ticket money $ plus seat licenses. And what do fans get? Silence. Only in the US of freaking A! Fee markets.Quote Tweetanthony stark@stark1201 · May 1Replying to @PompeyOnSixersNBA is stalling so the owners don’t  have to pay season ticket holders the money back. @howardeskin @MichaelGRubin @sixers. Do the right thing give back our money!1,0,1,,,,,0,409
4 Years of FAN,"2:41 PM · Apr 17, 2020",Bennett Glace@BennettGlace,"I've been a fan of @whitecitycinema's blog for years. This week, I had a chance to talk with the man himself about his second feature. Check out the conversation today and stream Mercury in Retrograde via @filmcenter until 4/23.Michael Glover Smith: The Split Tooth Interview - Split Tooth MediaChicago director Michael Glover Smith discusses his new film Mercury in Retrograde, astrology and how literature influences his films.splittoothmedia.com810",1,10,,8,,"@whitecitycinema,@filmcenter",2,451
4 Years of FAN,"3:28 AM · Apr 15, 2020",яσнιт@_Prince_Rohit,"4 years of the most underrated movie of SRK from last decade. That dedication and hard work of SRK which no one can estimate  The Visual effects, VFX, locations, thrills were astonishing and that masterclass and energetic performance by SRK  @iamsrk
#4YearsOfFAN
#FAN0:1449 views1416",1,16,,14,"#4YearsOfFAN,#FAN",@iamsrk,0,283
4 Years of FAN,"5:37 PM · Apr 19, 2020",michael@mikehoodmadeit,"the fact that as a bulls fan, that i am more excited about this documentary dropping tonight than i have been for any bulls game in the last 3-4 years says a lot about the state of our franchise i think320",0,20,,3,,,0,205
4 Years of FAN,"6:28 PM · Apr 21, 2020",drfunkenberry@drfunkenberry,4 years ago today. Hasn't been any easier. Here is part 1 of a #Prince tribute podcast we did with fans sharing stories about Prince 4 years ago.  I hope it helps on this day. E02 The Prince Tribute - The Dr Funk Podcastsoundcloud.com5754,0,54,5,7,#Prince,,2,238
4 Years of FAN,"6:24 AM · Apr 15, 2020",Team SRK Delhi@TeamSRKDelhi,"Team SRK Delhi Celebrating 4 Years Of Fan..

We Are Fan Of Shah Rukh Khan..
#4YearsOfFAN #ShahRukhKhan #SRK
@iamsrk @pooja_dadlani @RedChilliesEnt @teamsrkfc0:08173 views12451",1,51,1,24,"#4YearsOfFAN,#ShahRukhKhan,#SRK","@iamsrk,@pooja_dadlani,@RedChilliesEnt,@teamsrkfc",0,175
4 Years of FAN,"7:10 PM · Apr 14, 2020",স্নেহাশীষ চৌধূরী - Snehashis03@snehashis03,"4 Years Of Us!
4 Years of FAN 
4 Years of SRK's Dedication! 
A Movie With A Great Message For All SRK Fans 

I Hate You Aryan Khanna 
#4YearsOfFan 34",0,4,,3,#4YearsOfFan,,0,149
4 Years of FAN,"7:08 AM · May 4, 2020",jannat.346  Kunal as MohitNaikRaikar@jannat346,"@kunalkkapoor  7 years back 4 May 2013
#kunalkarankapoor won the best actor award in a lead role  for Mohan in ITA  #Naboletumnamainekuchkaha
Congratulations #KunalKaranKapoor for winning the award 
So Proud of you 
Proud moment for you and your fans 1",0,1,,,"#kunalkarankapoor,#Naboletumnamainekuchkaha,#KunalKaranKapoor",@kunalkkapoor,0,252
4 Years of FAN,"5:58 AM · May 4, 2020",Yash Chaudhary@imyashchaushary,@imVkohli sir I have made your portrait. Huge fan of your's. Yash 13 years old. Sir I request you to pls comment on it.,1,,,,,@imVkohli,0,119
4 Years of FAN,"5:07 AM · May 4, 2020",মো হাসনাত আবদুল্লাহ@83iTKSF4dBUpDfv,"Millions of Allama Sayedee's fans and followers are deprived of hearing that warm voice for last 10 years! Release him immediately.

#FreeSayedee1",0,1,,,#FreeSayedee,,0,146
4 Years of FAN,"4:22 AM · May 4, 2020",Gocubbies2016@Kurtis41Fan,4 years of memeing around on Twitter. It’s been a weird and wonderful time so far!1,1,1,,,,,0,83
4 Years of FAN,"4:15 AM · May 4, 2020",Yash Chaudhary@imyashchaushary,Art by Yash chaudhary age 13 years old. Big fan of VIRAT SIR AND AKASH SIR. ,0,,,,,,0,76
4 Years of FAN,"1:18 PM · May 3, 2020",veron | all for bangtan@lilalilaheart,"this will be my fan account for Bangtan Sonyeondan.

i started stanning them early of April 2020, 04.11.20 to be exact according to my first tweet of them. i'm new & almost 7 years late, but please still welcome me to this beautiful universe.

borahae, BTS & ARMY! let us shine...11",1,1,1,,,,0,282
4 Years of FAN,"1:10 AM · May 3, 2020",S.K@Oheneba_SK1,"@Sark_Royals: 92 AWARDS IN 10 YEARS 
.
HE ALREADY HAS 87AWARDS.
.
HE JUST WON 5AWARDS AT THE JUST ENDED #3MusicAwards20 

1. Male Artiste Of The Year
2. Best Rapper Of The Year
3. Best Collaboration Of The Year
4. Hiplife/Hip-hop Artiste Of The Year
5. Fan Army Of The Year4",0,4,,,#3MusicAwards20,@Sark_Royals,0,274
4 Years of FAN,"2:45 PM · Apr 26, 2020",Tim/ diehard Donald Trump fan@MAGA_Tim69,Replying to @up_weekly and @SorensenTraceyThis statement from doctors are coming out of hospitals more often. I believe somethings going on with the Democrats and they are lying about how many Chinese virus cases there is just to try to make Trump look bad and bring him down.  Trump by a landslide in 2020.4 more years2758,0,58,,27,,"@up_weekly,@SorensenTracey",0,323
4 Years of FAN,"12:23 PM · Apr 15, 2020",Bollywood Magazine@BollywoodMagaz,"As Shah Rukh Khan starrer Fan clocked in 4 years, die hard followers of the superstar took to Twitter to celebrate. Fans trended ‘4 Years of Fan’ and wished to see the superstar back on the screen.

http://online.anyflip.com/ggyv/jfbc/
Log on to http://thebmagazine.com",1,,,,,,2,269
4 Years of FAN,"5:55 PM · Apr 14, 2020",SRK KING OF BOLLYWOOD FC@SRKKINGOFBOLLY1,"jab dekho srk srk srk lagta kay hai tu shah rukh khan ka FAN CELEBRATING 4 YEARS OF #FAN THAT IS NOT MOVIE THAT IS , EVERY FAN EMOTIONAL #CELEBRATING4YEARSOFFAN #FAN #SRK #KINGKHAN @iamsrk @iamshajeb @Gurusrk12 @SrkFCMPL @royal_Bhusawal @Fansofsrknagpur3811",1,11,3,8,"#FAN,#CELEBRATING4YEARSOFFAN,#FAN,#SRK,#KINGKHAN","@iamsrk,@iamshajeb,@Gurusrk12,@SrkFCMPL,@royal_Bhusawal,@Fansofsrknagpur",0,257
4 Years of FAN,"5:23 PM · Apr 14, 2020",Sudhir SRKian@sud_tyagi,"4 Years of FAN...

As an SRK fan , I can surely say this movie hasn't aged well for me.
Only the makers know what they really wanted to tell.

This movie is perfect example of how SRK tries to balance the art and the commerce and the end result comes out is khichdi!!1",0,1,,,,,0,268
4 Years of FAN,"6:03 AM · Apr 14, 2020",Creative Designers Team™@Team_CDT,"4 Years Of #ThalapathyVijay #Theri

Spl Fan Design @i_am_Jaff 
#4YearsOfATBBTheri #ThalapathyVijay
#Master @actorvijay @Team_CDT69197",0,197,,69,"#ThalapathyVijay,#Theri,#4YearsOfATBBTheri,#ThalapathyVijay,#Master","@i_am_Jaff,@actorvijay,@Team_CDT",0,133
4 Years of FAN,"1:33 AM · May 4, 2020",Kᴇʟɪᴀʜ Sᴀɪᴅ Wᴀsʜ Yᴏᴜʀ Dᴀᴍɴ Hᴀɴᴅs@RealKDPFan4Eva,David refuses to accept the freaking facts. FOUR TIMES your stupid ass has tried to meet her over SEVEN. YEARS. after paying HUNDREDS of THOUSANDS OF DOLLARS! #BeforeThe90Days #90DayFianceGIF3,1,3,,,"#BeforeThe90Days,#90DayFiance",,0,192
4 Years of FAN,"8:44 PM · May 3, 2020",number one vinegar fan@septa_lemore,admittedly i don’t even know what renn fayre looks like anymore after so many more years of kroger but still my heart hurts for all those seniors who have gone through Hell for 3 or 4 years only to not get their celebration. what a fuckin bummer18,0,8,1,,,,0,247
4 Years of FAN,"2:46 PM · May 3, 2020", Kylo Ren Radio  @KyloRenRadio,"#StarWars TROS and A3 tore gaping holes in the fabric of their fictional universes. SW then asked fans to pretend those gaps don't exist. 
At least we didn't have wait years to find out about the A3 sh#tshow or have the 20cFox TPTB asking us to ""get happy"" and deal with it. 4/end1310",0,10,1,3,#StarWars,,0,284
4 Years of FAN,"11:29 AM · May 3, 2020",David Handler@DavidHandler4,"Replying to @EddieMuller @Filmatelist and 2 othersAs a life long Mitchum fan you’ll sure get a spirited argument from me. I love Dana Andrews but for me he’ll always be Fred Derry sitting there, haunted,in the cockpit of that junked bomber in THE BEST YEARS OF OUR LIVES.19",0,9,,1,,"@EddieMuller,@Filmatelist",0,273
4 Years of FAN,"7:40 AM · May 3, 2020",African_Vibes@AfricanVibes5,"@sarkodie has won
92 AWARDS IN 10 YEARS 
HE ALREADY HAS 87AWARDS.
HE JUST WON 5AWARDS AT THE JUST ENDED #3MusicAwards20 
1. Male Artiste Of The Year
2. Best Rapper Of The Year
3. Best Collaboration Of The Year
4. Hiplife/Hip-hop Artiste Of The Year
5. Fan Army Of The Year",0,,,,#3MusicAwards20,@sarkodie,0,272
4 Years of FAN,"11:39 AM · Apr 26, 2020",Man Utd Fans@United4fans,"David de Gea: “I'm getting older, but just to be a part of this club is amazing. So imagine, 10 years, it's like a dream. It's great to play games with this club, so I hope I can be here more years, many years.” #mufcGIF733",1,33,,7,#mufc,,0,223
4 Years of FAN,"10:40 AM · Apr 20, 2020",Arya@Shubham_Arya01,"Replying to @iamsrkHow's this sir I made It sir on occasion of 4 years of Fan 
#AskSRK",0,,,,#AskSRK,@iamsrk,0,86
4 Years of FAN,"4:36 PM · Apr 15, 2020",Bollywood juncture@BJuncture,4 years of Fan :Here are some  unknown facts about Shah Rukh Khan’s ‘Fan’ that you must know https://bollywoodjuncture.com/4-years-of-fan-here-are-some-unknown-facts-about-shah-rukh-khans-fan-that-you-must-know/… via @BJuncture #4yearsofzero4 years of Fan :Here are some unknown facts about Shah Rukh Khan’s ‘Fan’ that you must know -...A movie which are very close to the heart of every srk fanbollywoodjuncture.com,1,,,,#4yearsofzero,@BJuncture,3,416
4 Years of FAN,"8:36 AM · Apr 15, 2020",BEING_PRATHMESH@Prathmeshdevil,Replying to @SRKUniverse4 years of fan Biggest hit of indain cinema ever ,0,,,,,@SRKUniverse,0,73
4 Years of FAN,"7:34 PM · Apr 14, 2020",ARIF MOHAMMAD@ArifMohammadSRK,Celebrating 4 years of #fan12,1,2,,1,#fan,,0,29
4 Years of FAN,"10:10 AM · May 3, 2020",爪卂丂ㄒ乇尺  FANBOY@jiminsatellite_,"Friendly advice for the new shipper of MayWard —

I've been experienced a shipper almost 4 years and I've been experienced all the disappointment to the solid fans of this loveteam. MW is one of the biggest loveteam right now but before they got that naranasan naming yung gulo+14137",0,37,1,41,,,0,283
4 Years of FAN,"9:45 AM · May 3, 2020",Kak Dela Blyat@djknx,"I admire and resepct so much anime fan and weebs like you, i wonder how you manage to watch so many anime stuff. 
And do not tell me its like Tv shows like i watch Game of throne its like 70ep in 4 years Its nothing compare to fuckin watching 15 anime per year23",0,3,2,,,,0,262
4 Years of FAN,"4:01 AM · May 3, 2020",charli xcx fan account@leahisagirl,"i’m 19 and seeing people like 3 or 4 years younger than me be talented while i can’t do anything good is kind of Fucking Me Up™

i’m basically a side character in an anime12",0,2,1,,,,0,173
4 Years of FAN,"12:52 AM · May 3, 2020",#BeyondTheLimit@ebuzz_online,"92 AWARDS IN 10 YEARS 
.
HE ALREADY HAS 87AWARDS.
.
HE JUST WON 5AWARDS AT THE JUST ENDED #3MusicAwards20 

1. Male Artiste Of The Year
2. Best Rapper Of The Year
3. Best Collaboration Of The Year
4. Hiplife/Hip-hop Artiste Of The Year
5. Fan Army Of The Year216",0,16,,2,#3MusicAwards20,,0,262
4 Years of FAN,"12:41 AM · May 3, 2020",Brew@brew4labour,But seriously how did the OG fans of this show cope without it all these years? I'm a brit who only just discovered it on netflix and now it's all I care about. Starting my second watch through one week after finishing S6 #community #6seasonsandamovie58,0,8,5,,"#community,#6seasonsandamovie",,0,253
4 Years of FAN,"12:44 PM · May 2, 2020",Tyler@TylerHickenbot3,"4 years ago our dreams became reality. As Eden Hazard beautifully curled that ball into the net Leicester fans around the world knew the title would be coming home. Now 4 years on a team of champions has turned into one of the most promising teams in the league.
#LCFC #4YearsOnGIF",1,,,,"#LCFC,#4YearsOn",,0,281
4 Years of FAN,"9:47 AM · Apr 28, 2020",CULT DIE HARD SSMB FAN  #SSMB27 #Master@SravanthRanga,"#14YearsForSouthIndiaIHPokiri
2010 Maha Shivratri special shows of #Pokiri in Nizam.

4 Years old movie with no digital prints

Unmatchable euphoria 
#14YearsForSouthIndiaIHPokiri
@urstrulyMahesh7",0,,,7,"#14YearsForSouthIndiaIHPokiri,#Pokiri,#14YearsForSouthIndiaIHPokiri",@urstrulyMahesh,0,196
4 Years of FAN,"8:38 AM · Apr 28, 2020",Ag4Culture | Fan |@Ag4Culture,"6 years ago today, Ariana released her hit single “Problem” it peaked #2 on the BBH100 & is currently 6X Platnium in the US.

it has roughly sold over 23M copies it’s also crowned one of the biggest female collaboration of ALL TIME!11461",1,61,1,14,,,0,237
4 Years of FAN,"4:39 AM · Apr 28, 2020",Rams Need Cap Room@4TheLoveOfGoff,"New to NSFW Twitter
29 years old
Gamer
Football fan
Cant get hard unless an octopus is involved
Transexual3",1,3,,,,,0,107
4 Years of FAN,"2:55 AM · Apr 27, 2020",STUDHAMSZNLFG!!!@StudhamSzn4,Pats nation can we just all celebrate our team and stop fighting over shit in the future? Let’s just enjoy our past 20 years of destroying the rest of the NFL and celebrate moving on into the next decade. We need to show that we are the greatest fan base in sports138,0,8,1,3,,,0,267
4 Years of FAN,"11:12 PM · May 2, 2020",DLG@notorious_dlg,"Replying to @BaddCompaniThis made me tear up and I was never a fan of W. BUT wow. I really believe WE AS A NATION, as the United States of America and its people WILL NOT SURVIVE 4 more years of this.GIF111",1,11,,1,,@BaddCompani,0,206
4 Years of FAN,"1:28 PM · May 2, 2020",Ehazard Fan Account@Hazardonly,Analysis of when hazard made Leicester win the premier League 4 years ago Today.2:201.5K views12083,1,83,1,20,,,0,99
4 Years of FAN,"1:00 AM · May 2, 2020",LFC4LIFE@LFC4LIFENET,"The people who now seem to love Henderson after slagging him off for years (wrongly) can get to fuck! 

Remember you didn’t want him as captain! 

That’s about 80% of the fan base sadly. 

Thank fuck for Klopp!7",0,7,,,,,0,211
4 Years of FAN,"8:38 PM · May 1, 2020",pirate4life@Pirate4life_,"Saints fans already getting a taste of the bullshit we dealt with for years! This thread was a great laugh Quote TweetPicetti12@JenniferPicetti · May 1Replying to @JameisStan @jameis1of1 and 2 othersFor the LOVE OF GOD, I never said he wasn't a good guy (maybe he is, maybe he's not) what I said was his antics & level of play were not worth the signing in my opinion and I stand firm with that.49",0,9,4,,,,0,397
4 Years of FAN,"7:22 PM · May 1, 2020",Erica Dawson@LadyEricaDawson,"Hey guys, as someone who recently became a big fan of #ellefanning I feel like it’s my duty to tell the world this: about 5 years ago she came into the sandwich shop I worked at, and she was the nicest, smiliest, lil Princess there ever was. Keep Fangirling 4 Fanning!17",0,7,,1,#ellefanning,,0,270
4 Years of FAN,"3:52 AM · May 1, 2020",izzy hodiste@izzyhodiste,Replying to @DHSLionSoftball and @Dulaney_LionsI am so grateful for all of the opportunities that this team has given me and the home it’s been for the past 4 years. Wish that it didn’t get cut short but I’ll cherish every memory! I’ll be back as the teams #1 fan!!1111,1,11,1,1,,"@DHSLionSoftball,@Dulaney_Lions",0,269
4 Years of FAN,"9:42 AM · Apr 30, 2020",nad⁷@OT7SWAN,"Min Yoongi, a famous model just posted  few photos from his newest photoshoot. One of his fans realized yoongi in this photo and 4 years ago have the same cute smile. Turns out both of pics taken by his 5 years boyfriend, Kim Seokjin. The special smile for the special one.11",1,1,1,,,,0,275
4 Years of FAN,"2:24 PM · Apr 29, 2020",Andreah²⁹₁₂₇⁷⁷ IT’S SHINee MONTH @johnjaeristas,"SM protect your artists! It’s been 4 years and the fans have been doing all of the dirty work for you. He doesn’t deserve this bullshit EVERY. SINGLE. DAY. Do your jobs! The constant defamation he faces is deplorable. PROTECT HIM. 

#SM_이태용_지켜 @SMTOWNGLOBAL14",0,4,,1,#SM_이태용_지켜,@SMTOWNGLOBAL,0,259
4 Years of FAN,"11:52 AM · Apr 28, 2020",Kohli Fan@KohliFan12,"Started At Age Of 4 As Child Artist 

His Dream is To Act Up to 90 Years 

It's Shows His Dedication Towards His Profession 
Egoless, Golden Heart, A Complete Family Man, And More Over He Is ""S U P E R S T A R "" @urstrulymahesh
#Pokiri #14YearsForSouthIndiaIHPokiri",0,,,,"#Pokiri,#14YearsForSouthIndiaIHPokiri",@urstrulymahesh,0,265
4 Years of FAN,"9:49 AM · Apr 28, 2020",superstarfan@Ganeshdhfm919,"2010 Maha Shivratri special shows of #Pokiri in Nizam.

4 Years old movie with no digital prints

Unmatchable euphoria 
#14YearsForSouthIndiaIHPokiri
@urstrulyMahesh  #14YearsForSouthIndiaIHPokiri1",0,,,1,"#Pokiri,#14YearsForSouthIndiaIHPokiri,#14YearsForSouthIndiaIHPokiri",@urstrulyMahesh,0,197
